CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
101912178,HOUSTON ISD,HORN ELEM.,3,INDEPENDENT,4530 HOLLY ST,BELLAIRE,77401-5803,7,123,116,93
101912179,HOUSTON ISD,MCGOWEN ELEM.,3,INDEPENDENT,6820 HOMESTEAD RD,HOUSTON,77028-5045,17,51,21,8
101912180,HOUSTON ISD,ISAACS ELEM.,3,INDEPENDENT,3830 PICKFAIR ST,HOUSTON,77026-3968,13,10,3,2
101912181,HOUSTON ISD,JANOWSKI ELEM.,3,INDEPENDENT,7500 BAUMAN RD,HOUSTON,77022-6125,8,32,16,6
101912182,HOUSTON ISD,JEFFERSON ELEM.,3,INDEPENDENT,5000 SHARMAN ST,HOUSTON,77009-2651,12,52,30,15
101912185,HOUSTON ISD,KASHMERE GARDEN,3,INDEPENDENT,4901 LOCKWOOD DR,HOUSTON,77026-2997,20,45,16,4
101912186,HOUSTON ISD,ROBINSON ELEM.,3,INDEPENDENT,12425 WOODFOREST BLVD,HOUSTON,77013-6110,17,35,19,6
101912187,HOUSTON ISD,KELSO ELEM.,3,INDEPENDENT,5800 SOUTHMUND ST,HOUSTON,77033-1832,15,24,10,5
101912188,HOUSTON ISD,KENNEDY ELEM.,3,INDEPENDENT,400 VICTORIA DR,HOUSTON,77022-3931,30,13,6,3
101912189,HOUSTON ISD,KOLTER ELEM.,3,INDEPENDENT,6300 AVE B,BELLAIRE,77401,6,106,89,52
101912192,HOUSTON ISD,LANTRIP ELEM.,3,INDEPENDENT,100 TELEPHONE RD,HOUSTON,77023-1834,15,65,38,18
101912194,HOUSTON ISD,LEWIS ELEM.,3,INDEPENDENT,6745 TIPPERARY,HOUSTON,77061-2101,10,75,37,12
101912195,HOUSTON ISD,LOCKHART ELEM.,3,INDEPENDENT,3200 ROSEDALE ST,HOUSTON,77004-6211,30,56,22,7
101912196,HOUSTON ISD,LONGFELLOW ELEM,3,INDEPENDENT,3617 NORRIS,HOUSTON,77025-3699,34,77,36,21
101912197,HOUSTON ISD,LOOSCAN ELEM.,3,INDEPENDENT,3800 ROBERTSON ST,HOUSTON,77009-4959,10,24,17,6
101912198,HOUSTON ISD,LOVE ELEM.,3,INDEPENDENT,1120 W 13TH ST,HOUSTON,77008-6627,9,21,9,6
101912199,HOUSTON ISD,LOVETT ELEM.,3,INDEPENDENT,8814 S RICE AVE,HOUSTON,77096-2622,11,100,75,44
101912201,HOUSTON ISD,MACGREGOR ELEM.,3,INDEPENDENT,4801 LABRANCH ST,HOUSTON,77004-5650,27,67,31,12
101912203,HOUSTON ISD,MADING ELEM.,3,INDEPENDENT,8511 CRESTMONT ST,HOUSTON,77033-1324,14,49,24,13
101912204,HOUSTON ISD,MEMORIAL ELEM.,3,INDEPENDENT,6401 ARNOT ST,HOUSTON,77007-2007,7,42,26,9
101912207,HOUSTON ISD,MONTGOMERY ELEM,3,INDEPENDENT,4000 SIMSBROOK DR,HOUSTON,77045-5628,22,54,26,10
101912210,HOUSTON ISD,NORTHLINE ELEM.,3,INDEPENDENT,821 WITCHER LN,HOUSTON,77076-4818,14,11,4,1
101912211,HOUSTON ISD,OAK FOREST ELEM,3,INDEPENDENT,1401 W 43RD ST,HOUSTON,77018-4106,14,118,97,67
101912212,HOUSTON ISD,OATES ELEM.,3,INDEPENDENT,10044 WALLISVILLE RD,HOUSTON,77013-4616,12,36,22,13
101912213,HOUSTON ISD,OSBORNE ELEM.,3,INDEPENDENT,800 RINGOLD ST,HOUSTON,77088-6337,16,16,3,1
101912214,HOUSTON ISD,PARK PLACE ELEM,3,INDEPENDENT,8235 PARK PL BLVD,HOUSTON,77017-3104,7,53,39,25
101912215,HOUSTON ISD,PARKER ELEM.,3,INDEPENDENT,10626 ATWELL DR,HOUSTON,77096-4925,15,97,75,50
101912216,HOUSTON ISD,PATTERSON ELEM.,3,INDEPENDENT,5302 ALLENDALE RD,HOUSTON,77017-6214,37,113,58,27
101912217,HOUSTON ISD,PECK ELEM.,3,INDEPENDENT,5001 MARTIN LUTHER KING JR BLVD,HOUSTON,77021-2902,10,39,26,7
101912218,HOUSTON ISD,PILGRIM ACAD.,3,INDEPENDENT,6302 SKYLINE,HOUSTON,77057-6902,24,95,63,25
101912219,HOUSTON ISD,PINEY POINT ELE,3,INDEPENDENT,8921 PAGEWOOD LN,HOUSTON,77063-5543,44,74,45,21
101912220,HOUSTON ISD,PLEASANTVILLE E,3,INDEPENDENT,1431 GELLHORN DR,HOUSTON,77029-3343,15,31,16,8
101912221,HOUSTON ISD,POE ELEM.,3,INDEPENDENT,5100 HAZARD ST,HOUSTON,77098-5330,10,107,81,54
101912222,HOUSTON ISD,PORT HOUSTON EL,3,INDEPENDENT,1800 MCCARTY ST,HOUSTON,77029-3761,6,12,6,3
101912223,HOUSTON ISD,PUGH ELEM.,3,INDEPENDENT,1147 KRESS ST,HOUSTON,77020-7416,9,31,14,6
101912224,HOUSTON ISD,RED ELEM.,3,INDEPENDENT,4520 TONAWANDA DR,HOUSTON,77035-3716,14,81,43,21
101912225,HOUSTON ISD,REYNOLDS ELEM.,3,INDEPENDENT,9601 ROSEHAVEN DR,HOUSTON,77051-3132,34,28,7,2
101912227,HOUSTON ISD,MCNAMARA ELEM.,3,INDEPENDENT,8714 MCAVOY DR,HOUSTON,77074-7308,28,68,48,27
101912228,HOUSTON ISD,RIVER OAKS ELEM,3,INDEPENDENT,2008 KIRBY DR,HOUSTON,77019-6016,8,100,86,63
101912229,HOUSTON ISD,ROBERTS ELEM.,3,INDEPENDENT,6000 GREENBRIAR ST,HOUSTON,77030-1145,5,104,87,60
101912231,HOUSTON ISD,ROOSEVELT ELEM.,3,INDEPENDENT,6700 FULTON ST,HOUSTON,77022-5416,21,65,35,14
101912232,HOUSTON ISD,ROSS ELEM.,3,INDEPENDENT,2819 BAY ST,HOUSTON,77026-3203,22,38,13,5
101912233,HOUSTON ISD,RUCKER ELEM.,3,INDEPENDENT,5201 VINETT ST,HOUSTON,77017-4958,24,24,11,6
101912237,HOUSTON ISD,SCARBOROUGH ELE,3,INDEPENDENT,3021 LITTLE YORK RD,HOUSTON,77093-3519,39,62,30,11
101912239,HOUSTON ISD,SHEARN ELEM.,3,INDEPENDENT,9802 STELLA LINK RD,HOUSTON,77025-4605,23,41,19,9
101912240,HOUSTON ISD,SHERMAN ELEM.,3,INDEPENDENT,1909 MCKEE ST,HOUSTON,77009-8200,30,57,32,9
101912241,HOUSTON ISD,SINCLAIR ELEM.,3,INDEPENDENT,6410 GROVEWOOD LN,HOUSTON,77008-3222,7,79,59,39
101912242,HOUSTON ISD,SMITH ELEM.,3,INDEPENDENT,4802 CHRYSTELL LN,HOUSTON,77092-3513,32,56,34,12
101912243,HOUSTON ISD,THOMPSON ELEM.,3,INDEPENDENT,6121 TIERWESTER,HOUSTON,77021-1311,8,43,26,6
101912244,HOUSTON ISD,SOUTHMAYD ELEM.,3,INDEPENDENT,1800 CORAL ST,HOUSTON,77012-3123,19,44,25,15
101912245,HOUSTON ISD,STEVENS ELEM.,3,INDEPENDENT,1910 LAMONTE LN,HOUSTON,77018-4619,13,41,27,9
101912247,HOUSTON ISD,YOUNG ELEM.,3,INDEPENDENT,3555 BELLFORT AVE,HOUSTON,77051-1401,17,31,12,3
101912248,HOUSTON ISD,SUTTON ELEM.,3,INDEPENDENT,7402 ALBACORE DR,HOUSTON,77074-6512,37,77,54,30
101912249,HOUSTON ISD,TRAVIS ELEM.,3,INDEPENDENT,3311 BEAUCHAMP ST,HOUSTON,77009-6613,7,107,86,58
101912251,HOUSTON ISD,TWAIN ELEM.,3,INDEPENDENT,7500 BRAES BLVD,HOUSTON,77025-1224,20,106,78,55
101912252,HOUSTON ISD,WAINWRIGHT ELEM,3,INDEPENDENT,5330 MILWEE ST,HOUSTON,77092-6655,18,28,14,8
101912253,HOUSTON ISD,WALNUT BEND ELE,3,INDEPENDENT,10620 BRIAR FOREST,HOUSTON,77042-2320,33,74,43,21
101912254,HOUSTON ISD,WESLEY ELEM.,3,INDEPENDENT,800 DILLARD ST,HOUSTON,77091-2301,20,21,11,7
101912255,HOUSTON ISD,WEST UNIVERSITY,3,INDEPENDENT,3756 UNIVERSITY BLVD,HOUSTON,77005-2828,8,217,198,150
101912257,HOUSTON ISD,WHIDBY ELEM.,3,INDEPENDENT,7625 SPRINGHILL ST,HOUSTON,77021-6033,25,53,25,9
101912258,HOUSTON ISD,WHITTIER ELEM.,3,INDEPENDENT,10511 LACROSSE ST,HOUSTON,77029-2111,17,49,20,11
101912259,HOUSTON ISD,WILSON MONTESSO,3,INDEPENDENT,2100 YUPON ST,HOUSTON,77006-1930,9,44,26,13
101912260,HOUSTON ISD,WINDSOR VILLAGE,3,INDEPENDENT,14440 POLO ST,HOUSTON,77085-3352,19,65,40,22
101912262,HOUSTON ISD,GRISSOM ELEM.,3,INDEPENDENT,4900 SIMSBROOK DR,HOUSTON,77045-5321,10,22,5,0
101912263,HOUSTON ISD,LAW ELEM.,3,INDEPENDENT,12401 S COAST DR,HOUSTON,77047-2736,35,56,27,14
101912264,HOUSTON ISD,MITCHELL ELEM.,3,INDEPENDENT,10900 GULFDALE DR,HOUSTON,77075-4608,12,16,9,4
101912265,HOUSTON ISD,PETERSEN ELEM.,3,INDEPENDENT,14404 WATERLOO DR,HOUSTON,77045-6620,3,26,15,7
101912267,HOUSTON ISD,WHITE E. ELEM.,3,INDEPENDENT,9001 TRIOLA LN,HOUSTON,77036-6147,16,46,28,13
101912268,HOUSTON ISD,BENBROOK ELEM.,3,INDEPENDENT,4026 BOLIN RD,HOUSTON,77092-4711,7,36,21,9
101912269,HOUSTON ISD,SCROGGINS ELEM.,3,INDEPENDENT,400 BOYLES ST,HOUSTON,77020-5242,14,25,7,2
101912271,HOUSTON ISD,FOERSTER ELEM.,3,INDEPENDENT,14200 FONMEADOW DR,HOUSTON,77035-5218,24,39,18,8
101912273,HOUSTON ISD,ASHFORD ELEM.,3,INDEPENDENT,1815 SHANNON VLY DR,HOUSTON,77077-4998,30,43,19,9
101912274,HOUSTON ISD,ASKEW ELEM.,3,INDEPENDENT,11200 WOOD LODGE DR,HOUSTON,77077-4237,55,83,54,33
101912275,HOUSTON ISD,BUSH ELEM.,3,INDEPENDENT,13800 WESTERLOCH DR,HOUSTON,77077-9999,3,153,138,105
101912276,HOUSTON ISD,SHADOWBRIAR ELE,3,INDEPENDENT,2650 SHADOWBRIAR DR,HOUSTON,77077-6000,33,50,25,12
101912279,HOUSTON ISD,TIJERINA ELEM.,3,INDEPENDENT,6501 SHERMAN ST,HOUSTON,77011-3521,5,23,13,5
101912281,HOUSTON ISD,SANCHEZ ELEM.,3,INDEPENDENT,2700 BERKLEY ST,HOUSTON,77012-3550,8,32,19,8
101912283,HOUSTON ISD,GARCIA ELEM.,3,INDEPENDENT,9550 ALDINE WESTFIELD RD,HOUSTON,77093-6211,19,37,18,6
101912285,HOUSTON ISD,VALLEY WEST ELE,3,INDEPENDENT,10707 S GESSNER DR,HOUSTON,77071-3507,29,62,31,15
101912286,HOUSTON ISD,HERRERA ELEM.,3,INDEPENDENT,525 BENNINGTON ST,HOUSTON,77022-4911,14,58,35,17
101912287,HOUSTON ISD,CAGE ELEM.,3,INDEPENDENT,4528 LEELAND ST,HOUSTON,77023-3047,5,40,27,14
101912289,HOUSTON ISD,MARTINEZ C. ELE,3,INDEPENDENT,901 HAYS ST,HOUSTON,77009-8910,28,36,14,4
101912290,HOUSTON ISD,CRESPO ELEM.,3,INDEPENDENT,7500 OFFICE CITY DR,HOUSTON,77012-4115,11,74,50,31
101912291,HOUSTON ISD,GALLEGOS ELEM.,3,INDEPENDENT,7415 HARRISBURG BLVD,HOUSTON,77011-4740,13,23,10,3
101912292,HOUSTON ISD,CARRILLO ELEM.,3,INDEPENDENT,960 S WAYSIDE DR,HOUSTON,77023-3412,9,32,25,16
101912295,HOUSTON ISD,BENAVIDEZ ELEM.,3,INDEPENDENT,6262 GULFTON ST,HOUSTON,77081-2306,26,40,20,9
101912297,HOUSTON ISD,DAVILA ELEM.,3,INDEPENDENT,7610 DAHLIA ST,HOUSTON,77012-3000,4,31,22,13
101912298,HOUSTON ISD,MARTINEZ R. ELE,3,INDEPENDENT,7211 MARKET ST,HOUSTON,77020-5422,21,39,22,8
101912299,HOUSTON ISD,MILNE ELEM.,3,INDEPENDENT,7800 PORTAL DR,HOUSTON,77071-1700,45,30,10,1
101912344,HOUSTON ISD,BRIARMEADOW CHA,3,INDEPENDENT,3601 DUNVALE,HOUSTON,77063-5707,15,50,25,12
101912353,HOUSTON ISD,SCHOOL AT ST. G,3,INDEPENDENT,5430 HIDALGO ST,HOUSTON,77056-6211,11,102,67,37
101912358,HOUSTON ISD,COOK JR. ELEM.,3,INDEPENDENT,7115 LOCKWOOD,HOUSTON,77016-7027,38,53,22,13
101912359,HOUSTON ISD,MORENO ELEM.,3,INDEPENDENT,620 E CANINO,HOUSTON,77037-4619,21,118,74,34
101912364,HOUSTON ISD,ENERGIZED FOR E,3,INDEPENDENT,6201 BISSONNET,HOUSTON,77081-6809,67,199,115,47
101912369,HOUSTON ISD,GROSS ELEM.,3,INDEPENDENT,12583 S GESSNER DR,HOUSTON,77071-2848,44,27,13,2
101912371,HOUSTON ISD,YOUNG SCHOLARS,3,INDEPENDENT,1809 LOUISIANA ST,HOUSTON,77002-8013,1,9,3,1
101912372,HOUSTON ISD,RODRIGUEZ ELEM.,3,INDEPENDENT,5858 CHIMNEY ROCK,HOUSTON,77081-2714,23,83,43,20
101912373,HOUSTON ISD,SEGUIN ELEM.,3,INDEPENDENT,5905 WALTRIP,HOUSTON,77087-5140,26,44,30,18
101912374,HOUSTON ISD,TINSLEY ELEM.,3,INDEPENDENT,11035 BOB WHITE,HOUSTON,77096-5714,23,56,42,25
101912382,HOUSTON ISD,REAGAN K-8 EDUC,3,INDEPENDENT,4842 ANDERSON RD,HOUSTON,77053-2202,47,66,39,19
101912383,HOUSTON ISD,DEANDA ELEM.,3,INDEPENDENT,7980 ALMEDA GENOA RD,HOUSTON,77075-2006,5,86,63,36
101912389,HOUSTON ISD,KETELSEN ELEM.,3,INDEPENDENT,600 QUITMAN,HOUSTON,77009-8113,14,61,36,15
101912394,HOUSTON ISD,NEFF ELEM.,3,INDEPENDENT,8301 NEFF ST,HOUSTON,77036,47,142,83,45
101912395,HOUSTON ISD,HINES-CALDWELL,3,INDEPENDENT,5515 W OREM,HOUSTON,77085-1253,17,46,28,17
101912396,HOUSTON ISD,RAY DAILY ELEM.,3,INDEPENDENT,12909 BRIAR FOREST,HOUSTON,77077-2005,24,76,47,24
101912460,HOUSTON ISD,MANDARIN IMMERS,3,INDEPENDENT,5445 W ALABAMA,HOUSTON,77056-2662,1,80,68,51
101912473,HOUSTON ISD,HILLIARD ELEM.,3,INDEPENDENT,8115 E HOUSTON RD,HOUSTON,77028-2022,31,47,11,4
101912475,HOUSTON ISD,ELMORE ELEM.,3,INDEPENDENT,8200 TATE ST,HOUSTON,77028-5532,31,35,11,5
101912478,HOUSTON ISD,ARABIC IMMERSIO,3,INDEPENDENT,812 W 28TH ST,HOUSTON,77008-1710,10,59,41,21
101912479,HOUSTON ISD,SHADYDALE ELEM.,3,INDEPENDENT,5905 TIDWELL RD,HOUSTON,77016-4745,23,82,31,11
101912480,HOUSTON ISD,MARSHALL ELEM.,3,INDEPENDENT,6200 WINFIELD RD,HOUSTON,77050-4604,36,41,22,13
101912483,HOUSTON ISD,MARK WHITE ELEM,3,INDEPENDENT,2515 OLD FARM RD,HOUSTON,77063,22,54,27,14
101913101,HUMBLE ISD,HUMBLE ELEM.,3,INDEPENDENT,20252 FIELDTREE DR,HUMBLE,77338-3851,16,49,26,13
101913102,HUMBLE ISD,LAKELAND ELEM.,3,INDEPENDENT,1500 MONTGOMERY LN,HUMBLE,77338-8043,42,52,25,14
101913103,HUMBLE ISD,NORTH BELT ELEM,3,INDEPENDENT,8105 N BELT DR,HUMBLE,77396-2906,37,75,36,12
101913104,HUMBLE ISD,FOSTER ELEM.,3,INDEPENDENT,1800 TRAILWOOD VILLAGE DR,KINGWOOD,77339-3306,16,58,30,14
101913105,HUMBLE ISD,WOODLAND HILLS,3,INDEPENDENT,2222 TREE LN,KINGWOOD,77339-1766,11,82,44,24
101913106,HUMBLE ISD,BEAR BRANCH ELE,3,INDEPENDENT,3500 GARDEN LK,KINGWOOD,77339-1869,10,105,72,39
101913107,HUMBLE ISD,ELM GROVE ELEM.,3,INDEPENDENT,2815 CLEAR RDG DR,KINGWOOD,77339-1328,19,59,44,21
101913108,HUMBLE ISD,OAKS ELEM.,3,INDEPENDENT,5858 UPPER LK DR,HUMBLE,77346-1977,31,53,21,6
101913109,HUMBLE ISD,GREENTREE ELEM.,3,INDEPENDENT,3502 BROOKSHADOW DR,KINGWOOD,77345-1145,26,93,47,22
101913110,HUMBLE ISD,TIMBERS ELEM.,3,INDEPENDENT,6910 LONESOME WOODS TRL,HUMBLE,77346-5016,18,80,39,14
101913111,HUMBLE ISD,PINEFOREST ELEM,3,INDEPENDENT,19702 W LK HOUSTON PKY,HUMBLE,77346-2000,25,88,41,22
101913112,HUMBLE ISD,DEERWOOD ELEM.,3,INDEPENDENT,2920 FOREST GARDEN DR,KINGWOOD,77345-1409,6,95,71,36
101913113,HUMBLE ISD,WILLOW CREEK EL,3,INDEPENDENT,2002 WILLOW TER,KINGWOOD,77345-1785,9,72,46,26
101913114,HUMBLE ISD,HIDDEN HOLLOW E,3,INDEPENDENT,4104 APPALACHIAN TRL,KINGWOOD,77345-1099,13,60,41,24
101913115,HUMBLE ISD,WHISPERING PINE,3,INDEPENDENT,17321 WOODLAND HILLS DR,HUMBLE,77346-3001,43,78,35,10
101913116,HUMBLE ISD,SHADOW FOREST E,3,INDEPENDENT,2300 MILLS BRANCH DR,KINGWOOD,77345-2100,9,98,62,31
101913117,HUMBLE ISD,JACK M. FIELDS,3,INDEPENDENT,2505 S HOUSTON AVE,HUMBLE,77396-1520,35,46,18,7
101913118,HUMBLE ISD,OAK FOREST ELEM,3,INDEPENDENT,6400 KINGWOOD GLEN,HUMBLE,77346-2071,26,95,49,15
101913119,HUMBLE ISD,MAPLEBROOK ELEM,3,INDEPENDENT,7935 FARMINGHAM RD,HUMBLE,77346,23,83,42,19
101913120,HUMBLE ISD,SUMMERWOOD ELEM,3,INDEPENDENT,14000 SUMMERWOOD LAKES DR,HOUSTON,77044,22,109,70,33
101913121,HUMBLE ISD,EAGLE SPRINGS E,3,INDEPENDENT,12500 WILL CLAYTON PKWY,HUMBLE,77346,24,102,65,35
101913122,HUMBLE ISD,PARK LAKES ELEM,3,INDEPENDENT,4400 WILSON RD,HUMBLE,77396,27,71,34,10
101913123,HUMBLE ISD,RIVER PINES ELE,3,INDEPENDENT,2400 COLD RIVER DR,HUMBLE,77338,36,57,24,7
101913124,HUMBLE ISD,FALL CREEK ELEM,3,INDEPENDENT,14435 MESA RD,HUMBLE,77396,29,161,122,78
101913125,HUMBLE ISD,LAKESHORE ELEM.,3,INDEPENDENT,13333 BREAKWATER PATH LN,HOUSTON,77044,37,131,70,32
101913126,HUMBLE ISD,ATASCOCITA SPRI,3,INDEPENDENT,13515 VALLEY LODGE PKWY,HUMBLE,77346,22,144,96,50
101913127,HUMBLE ISD,RIDGE CREEK ELE,3,INDEPENDENT,15201 WOODLAND HILLS DR,HUMBLE,77396,52,99,45,17
101913128,HUMBLE ISD,GROVES ELEM.,3,INDEPENDENT,11902 MADERA RUN PKWY,HUMBLE,77346,36,94,48,20
101914101,KATY ISD,MAURICE L. WOLF,3,INDEPENDENT,502 ADDICKS-HOWELL RD,HOUSTON,77079-2309,8,38,29,16
101914102,KATY ISD,KATY ELEM.,3,INDEPENDENT,5726 GEORGE BUSH AVE,KATY,77493-1999,12,103,73,44
101914103,KATY ISD,WEST MEMORIAL E,3,INDEPENDENT,22605 PROVINCIAL BLVD,KATY,77450-1698,15,127,82,44
101914104,KATY ISD,MEMORIAL PARKWA,3,INDEPENDENT,21603 PARK TREE LN,KATY,77450-3999,20,77,36,18
101914105,KATY ISD,ZELMA HUTSELL E,3,INDEPENDENT,5360 FRANZ RD,KATY,77493-1799,19,91,51,22
101914106,KATY ISD,BEAR CREEK ELEM,3,INDEPENDENT,4815 HICKORY DOWNS DR,HOUSTON,77084-3654,28,70,24,9
101914107,KATY ISD,CIMARRON ELEM.,3,INDEPENDENT,1100 S PEEK RD,KATY,77494,15,76,42,23
101914108,KATY ISD,DIANE WINBORN E,3,INDEPENDENT,22555 PRINCE GEORGE,KATY,77449-2898,25,93,40,20
101914109,KATY ISD,NOTTINGHAM COUN,3,INDEPENDENT,20500 KINGSLAND BLVD,KATY,77450-2797,18,112,73,33
101914110,KATY ISD,SUNDOWN ELEM.,3,INDEPENDENT,20100 SAUMS RD,KATY,77449-3398,26,76,41,21
101914111,KATY ISD,MAYDE CREEK ELE,3,INDEPENDENT,2698 GREENHOUSE RD,HOUSTON,77084-4408,47,90,30,6
101914112,KATY ISD,HAZEL S. PATTIS,3,INDEPENDENT,19910 STONELODGE,KATY,77450-5200,4,188,155,89
101914113,KATY ISD,LORAINE T. GOLB,3,INDEPENDENT,3535 LAKES OF BRIDGEWATER DR,KATY,77449-3859,22,99,59,28
101914114,KATY ISD,EDNA MAE FIELDE,3,INDEPENDENT,2100 GREENWAY VILLAGE DR,KATY,77494-2117,15,121,83,46
101914115,KATY ISD,JEANETTE HAYES,3,INDEPENDENT,21203 PARK TIMBERS,KATY,77450-5372,12,78,59,38
101914116,KATY ISD,MCROBERTS ELEM.,3,INDEPENDENT,3535 N FRY RD,KATY,77449-9999,12,95,65,31
101914117,KATY ISD,ROOSEVELT ALEXA,3,INDEPENDENT,6161 S FRY RD,KATY,77494,11,153,129,95
101914118,KATY ISD,JAMES E. WILLIA,3,INDEPENDENT,3900 S PEEK RD,KATY,77450,14,115,84,48
101914119,KATY ISD,SUE CREECH ELEM,3,INDEPENDENT,5905 S MASON RD,KATY,77450,16,127,95,57
101914120,KATY ISD,ROBERT KING ELE,3,INDEPENDENT,1901 CHARLTON HOUSE LN,KATY,77493,40,120,69,31
101914121,KATY ISD,JEAN AND BETTY,3,INDEPENDENT,18605 GREEN LAND WAY,HOUSTON,77084,58,132,68,28
101914122,KATY ISD,ODESSA KILPATRI,3,INDEPENDENT,26100 CINCO RANCH BLVD,KATY,77494,2,188,167,129
101914123,KATY ISD,ROBERTA WRIGHT,3,INDEPENDENT,24831 WESTHEIMER PKWY,KATY,77494,10,157,115,69
101914124,KATY ISD,JOELLA EXLEY EL,3,INDEPENDENT,21800 WESTHEIMER PKWY,KATY,77494,14,160,122,84
101914125,KATY ISD,JACK AND SHARON,3,INDEPENDENT,19711 CLAY RD,KATY,77449,29,121,59,22
101914126,KATY ISD,FRANZ ELEM.,3,INDEPENDENT,2751 N WESTGREEN BLVD,KATY,77449,28,108,57,29
101914127,KATY ISD,GRIFFIN ELEM.,3,INDEPENDENT,7800 S FRY RD,KATY,77494,3,130,97,64
101914128,KATY ISD,URSULA STEPHENS,3,INDEPENDENT,2715 FRY RD,KATY,77494,19,90,44,16
101914129,KATY ISD,WOODCREEK ELEM.,3,INDEPENDENT,1155 WOODCREEK BEND LN,KATY,77494,15,188,149,88
101914130,KATY ISD,MORTON RANCH EL,3,INDEPENDENT,2502 MASON RD,KATY,77449,28,122,68,33
101914131,KATY ISD,BONNIE HOLLAND,3,INDEPENDENT,23720 SEVEN MEADOW PKWY,KATY,77449,16,161,130,95
101914132,KATY ISD,STANLEY C. STAN,3,INDEPENDENT,26633 CINCO TERRACE DR,KATY,77494,5,152,132,97
101914133,KATY ISD,TOM WILSON ELEM,3,INDEPENDENT,5200 FALCON LANDING BLVD,KATY,77494-0159,3,149,122,84
101914134,KATY ISD,RAY AND JAMIE W,3,INDEPENDENT,28727 N FIRETHORNE RD,KATY,77494-0159,7,150,125,76
101914137,KATY ISD,FRED AND PATTI,3,INDEPENDENT,5150 RANCH POINT DR,KATY,77494-0159,13,182,155,120
101914138,KATY ISD,KEIKO DAVIDSON,3,INDEPENDENT,26906 PINE MILL RANCH DR,KATY,77494,20,173,115,78
101914139,KATY ISD,JAMES E. RANDOL,3,INDEPENDENT,5303 FLEWELLEN OAKS LN,FULSHEAR,77441,4,172,151,106
101914140,KATY ISD,JENKS ELEM.,3,INDEPENDENT,27602 WESTRIDGE CREEK LN,KATY,77494,10,193,154,107
101914141,KATY ISD,BETHKE ELEM.,3,INDEPENDENT,4535 E VENTANA PKWY,KATY,77493,54,192,97,38
101914142,KATY ISD,BRYANT ELEM.,3,INDEPENDENT,29801 KINGSLAND BLVD,BROOKSHIRE,77423,17,119,74,36
101914143,KATY ISD,CAMPBELL ELEM.,3,INDEPENDENT,3701 CROSS CREEK BEND LN,KATY,77441,11,102,76,46
101915101,KLEIN ISD,KOHRVILLE ELEM.,3,INDEPENDENT,11600 WOODLAND SHORE DR,TOMBALL,77375,26,76,44,22
101915102,KLEIN ISD,NORTHAMPTON ELE,3,INDEPENDENT,6404 ROOT RD,SPRING,77389-3660,18,72,45,21
101915103,KLEIN ISD,HAUDE ELEM.,3,INDEPENDENT,3111 LOUETTA,SPRING,77388-4610,21,109,81,41
101915104,KLEIN ISD,GREENWOOD FORES,3,INDEPENDENT,12100 MISTY VLY,HOUSTON,77066-2436,25,93,52,24
101915105,KLEIN ISD,EPPS ISLAND ELE,3,INDEPENDENT,7403 SMILING WOOD LN,HOUSTON,77086-3112,39,66,33,12
101915106,KLEIN ISD,THEISS ELEM.,3,INDEPENDENT,17510 THEISS MAIL RD,KLEIN,77379-4615,12,91,53,26
101915107,KLEIN ISD,BENFER ELEM.,3,INDEPENDENT,18027B KUYKENDAHL RD,KLEIN,77379-8116,15,97,56,28
101915108,KLEIN ISD,KAISER ELEM.,3,INDEPENDENT,13430 BAMMEL-N HOUSTON RD,HOUSTON,77066-2924,41,75,44,16
101915109,KLEIN ISD,BRILL ELEM.,3,INDEPENDENT,9102 HERTS RD,KLEIN,77379-6727,24,108,66,31
101915110,KLEIN ISD,EHRHARDT ELEM.,3,INDEPENDENT,6603 ROSEBROOK LN,KLEIN,77379-4159,17,96,59,26
101915111,KLEIN ISD,LEMM ELEM.,3,INDEPENDENT,19034 JOANLEIGH DR,SPRING,77388-5255,36,82,47,26
101915112,KLEIN ISD,NITSCH ELEM.,3,INDEPENDENT,4702 W MOUNT HOUSTON,HOUSTON,77088-3053,57,79,30,10
101915113,KLEIN ISD,KRAHN ELEM.,3,INDEPENDENT,9502 EDAY,KLEIN,77379-4315,9,108,80,38
101915114,KLEIN ISD,ROTH ELEM.,3,INDEPENDENT,21623 CASTLEMONT,SPRING,77388-3860,25,99,54,26
101915115,KLEIN ISD,KUEHNLE ELEM.,3,INDEPENDENT,5510 WINDING RDG DR,KLEIN,77379-8841,20,115,69,31
101915116,KLEIN ISD,MITTELSTADT ELE,3,INDEPENDENT,7525 KLEINGREEN LN,KLEIN,77379-7297,38,100,53,25
101915117,KLEIN ISD,KLENK ELEM.,3,INDEPENDENT,6111 BOURGEOIS RD,HOUSTON,77066-3903,30,91,50,23
101915118,KLEIN ISD,EILAND ELEM.,3,INDEPENDENT,6700 N KLEIN CIR DR,HOUSTON,77088-1500,16,52,28,14
101915119,KLEIN ISD,SCHULTZ ELEM.,3,INDEPENDENT,7920 WILLOW FOREST,TOMBALL,77375-2822,23,82,47,20
101915120,KLEIN ISD,HASSLER ELEM.,3,INDEPENDENT,9325 LOCHLEA RDG DR,KLEIN,77379,6,131,111,77
101915121,KLEIN ISD,KREINHOP ELEM.,3,INDEPENDENT,21010 ELLA BLVD,SPRING,77388,29,136,87,36
