CAMPUS,DNAME,CNAME,GRADE,District Type,School Street Address,School City,School Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
101912113,HOUSTON ISD,RODERICK R. PAI,4,INDEPENDENT,7501 CURRY RD,HOUSTON,77093-8821,2.0,25.0,16.0,10.0
101912114,HOUSTON ISD,BRAEBURN ELEM.,4,INDEPENDENT,7707 RAMPART ST,HOUSTON,77081-7105,23.0,79.0,48.0,37.0
101912115,HOUSTON ISD,DURHAM ELEM.,4,INDEPENDENT,4803 BRINKMAN ST,HOUSTON,77018-2021,29.0,35.0,26.0,14.0
101912116,HOUSTON ISD,BRIARGROVE ELEM,4,INDEPENDENT,6145 SAN FELIPE ST,HOUSTON,77057-2899,30.0,114.0,76.0,54.0
101912117,HOUSTON ISD,BRISCOE ELEM.,4,INDEPENDENT,321 FOREST HILL,HOUSTON,77011-4801,19.0,28.0,14.0,7.0
101912119,HOUSTON ISD,BROOKLINE ELEM.,4,INDEPENDENT,6301 S LOOP E,HOUSTON,77087-1933,16.0,93.0,52.0,19.0
101912120,HOUSTON ISD,BROWNING ELEM.,4,INDEPENDENT,607 NORTHWOOD ST,HOUSTON,77009-4510,8.0,52.0,33.0,18.0
101912121,HOUSTON ISD,BRUCE ELEM.,4,INDEPENDENT,510 JENSEN DR,HOUSTON,77020-5834,33.0,41.0,17.0,7.0
101912122,HOUSTON ISD,BURBANK ELEM.,4,INDEPENDENT,216 TIDWELL,HOUSTON,77022-2046,11.0,132.0,116.0,83.0
101912123,HOUSTON ISD,CODWELL ELEM.,4,INDEPENDENT,5225 TAVENOR LN,HOUSTON,77048-1701,25.0,42.0,25.0,13.0
101912124,HOUSTON ISD,BURNET ELEM.,4,INDEPENDENT,5403 CANAL ST,HOUSTON,77011-2307,15.0,46.0,31.0,21.0
101912125,HOUSTON ISD,BURRUS ELEM.,4,INDEPENDENT,701 E 33RD ST,HOUSTON,77022-5101,35.0,38.0,17.0,11.0
101912127,HOUSTON ISD,WOODSON SCHOOL,4,INDEPENDENT,10720 SOUTHVIEW ST,HOUSTON,77047-1038,26.0,40.0,14.0,9.0
101912128,HOUSTON ISD,LYONS ELEM.,4,INDEPENDENT,800 ROXELLA RD,HOUSTON,77076-4431,15.0,81.0,64.0,44.0
101912130,HOUSTON ISD,CONDIT ELEM.,4,INDEPENDENT,7000 S THIRD,BELLAIRE,77401-4496,10.0,109.0,84.0,60.0
101912132,HOUSTON ISD,CO-OP ELEM.,4,INDEPENDENT,10130 ALDINE WESTFIELD RD,HOUSTON,77093-5449,32.0,77.0,51.0,31.0
101912133,HOUSTON ISD,CORNELIUS ELEM.,4,INDEPENDENT,7475 WESTOVER ST,HOUSTON,77087-6113,17.0,115.0,90.0,63.0
101912135,HOUSTON ISD,CROCKETT ELEM.,4,INDEPENDENT,2112 CROCKETT ST,HOUSTON,77007-3923,16.0,72.0,42.0,22.0
101912136,HOUSTON ISD,CUNNINGHAM ELEM,4,INDEPENDENT,5100 GULFTON ST,HOUSTON,77081-2906,31.0,65.0,30.0,14.0
101912137,HOUSTON ISD,DE CHAUMES ELEM,4,INDEPENDENT,155 COOPER,HOUSTON,77076-2541,13.0,56.0,32.0,18.0
101912138,HOUSTON ISD,DE ZAVALA ELEM.,4,INDEPENDENT,7521 AVE H,HOUSTON,77012-1199,6.0,68.0,55.0,30.0
101912140,HOUSTON ISD,DOGAN ELEM.,4,INDEPENDENT,4202 LIBERTY RD,HOUSTON,77026-5824,33.0,39.0,18.0,10.0
101912144,HOUSTON ISD,DURKEE ELEM.,4,INDEPENDENT,7301 NORDLING,HOUSTON,77076-1636,26.0,23.0,13.0,10.0
101912147,HOUSTON ISD,ELIOT ELEM.,4,INDEPENDENT,6411 LAREDO ST,HOUSTON,77020-4930,10.0,59.0,47.0,27.0
101912148,HOUSTON ISD,ELROD ELEM.,4,INDEPENDENT,6230 DUMFRIES DR,HOUSTON,77096-4603,12.0,53.0,26.0,18.0
101912149,HOUSTON ISD,EMERSON ELEM.,4,INDEPENDENT,9533 SKYLINE DR,HOUSTON,77063-5215,51.0,67.0,39.0,19.0
101912151,HOUSTON ISD,BELL ELEM.,4,INDEPENDENT,12323 SHAFTSBURY DR,HOUSTON,77031-3123,20.0,78.0,48.0,34.0
101912152,HOUSTON ISD,FIELD ELEM.,4,INDEPENDENT,703 E 17TH ST,HOUSTON,77008-4414,5.0,71.0,49.0,31.0
101912153,HOUSTON ISD,FONDREN ELEM.,4,INDEPENDENT,12405 CARLSBAD ST,HOUSTON,77085-1224,15.0,24.0,13.0,6.0
101912154,HOUSTON ISD,FOSTER ELEM.,4,INDEPENDENT,3919 WARD ST,HOUSTON,77021-4861,16.0,35.0,26.0,19.0
101912155,HOUSTON ISD,FRANKLIN ELEM.,4,INDEPENDENT,7101 CANAL ST,HOUSTON,77011-2753,30.0,32.0,13.0,9.0
101912156,HOUSTON ISD,FROST ELEM.,4,INDEPENDENT,5002 ALMEDA-GENOA RD,HOUSTON,77048-4725,18.0,65.0,29.0,9.0
101912157,HOUSTON ISD,GARDEN OAKS MON,4,INDEPENDENT,901 SUE BARNETT DR,HOUSTON,77018-5415,28.0,69.0,43.0,25.0
101912158,HOUSTON ISD,GARDEN VILLAS E,4,INDEPENDENT,7185 SANTA FE,HOUSTON,77061-2621,31.0,86.0,45.0,29.0
101912159,HOUSTON ISD,GOLFCREST ELEM.,4,INDEPENDENT,7414 FAIRWAY DR,HOUSTON,77087-3623,8.0,34.0,24.0,20.0
101912162,HOUSTON ISD,GREGG ELEM.,4,INDEPENDENT,6701 ROXBURY,HOUSTON,77087-5103,12.0,53.0,34.0,22.0
101912166,HOUSTON ISD,HARRIS J.R. ELE,4,INDEPENDENT,801 BROADWAY ST,HOUSTON,77012-2124,30.0,40.0,23.0,14.0
101912167,HOUSTON ISD,HARRIS R.P. ELE,4,INDEPENDENT,1262 MAE DR,HOUSTON,77015-5515,25.0,27.0,17.0,13.0
101912168,HOUSTON ISD,HARTSFIELD ELEM,4,INDEPENDENT,5001 PERRY ST,HOUSTON,77021-3515,32.0,31.0,18.0,5.0
101912169,HOUSTON ISD,HARVARD ELEM.,4,INDEPENDENT,810 HARVARD ST,HOUSTON,77007-1607,19.0,89.0,68.0,46.0
101912170,HOUSTON ISD,HELMS ELEM.,4,INDEPENDENT,503 W 21ST ST,HOUSTON,77008-3641,1.0,14.0,14.0,12.0
101912171,HOUSTON ISD,HENDERSON J. EL,4,INDEPENDENT,1800 DISMUKE,HOUSTON,77023-4753,9.0,36.0,21.0,8.0
101912172,HOUSTON ISD,HENDERSON N. EL,4,INDEPENDENT,701 SOLO ST,HOUSTON,77020-7213,19.0,31.0,18.0,9.0
101912173,HOUSTON ISD,HEROD ELEM.,4,INDEPENDENT,5627 JASON ST,HOUSTON,77096-2110,32.0,94.0,79.0,62.0
101912174,HOUSTON ISD,HIGHLAND HEIGHT,4,INDEPENDENT,865 PAUL QUINN ST,HOUSTON,77091-4154,24.0,13.0,4.0,4.0
101912175,HOUSTON ISD,HOBBY ELEM.,4,INDEPENDENT,4021 WOODMONT DR,HOUSTON,77045-3515,31.0,44.0,20.0,8.0
101912178,HOUSTON ISD,HORN ELEM.,4,INDEPENDENT,4530 HOLLY ST,BELLAIRE,77401-5803,8.0,124.0,116.0,107.0
101912179,HOUSTON ISD,MCGOWEN ELEM.,4,INDEPENDENT,6820 HOMESTEAD RD,HOUSTON,77028-5045,29.0,39.0,18.0,7.0
101912180,HOUSTON ISD,ISAACS ELEM.,4,INDEPENDENT,3830 PICKFAIR ST,HOUSTON,77026-3968,28.0,17.0,8.0,1.0
101912181,HOUSTON ISD,JANOWSKI ELEM.,4,INDEPENDENT,7500 BAUMAN RD,HOUSTON,77022-6125,15.0,24.0,14.0,7.0
101912182,HOUSTON ISD,JEFFERSON ELEM.,4,INDEPENDENT,5000 SHARMAN ST,HOUSTON,77009-2651,8.0,48.0,31.0,19.0
101912185,HOUSTON ISD,KASHMERE GARDEN,4,INDEPENDENT,4901 LOCKWOOD DR,HOUSTON,77026-2942,14.0,44.0,16.0,8.0
101912186,HOUSTON ISD,ROBINSON ELEM.,4,INDEPENDENT,12425 WOODFOREST BLVD,HOUSTON,77013-6110,25.0,48.0,22.0,8.0
101912187,HOUSTON ISD,KELSO ELEM.,4,INDEPENDENT,5800 SOUTHMUND ST,HOUSTON,77033-1832,25.0,44.0,22.0,10.0
101912188,HOUSTON ISD,KENNEDY ELEM.,4,INDEPENDENT,400 VICTORIA DR,HOUSTON,77022-3931,13.0,38.0,17.0,9.0
101912189,HOUSTON ISD,KOLTER ELEM.,4,INDEPENDENT,9710 RUNNYMEADE DR,HOUSTON,77096-4220,5.0,89.0,68.0,49.0
101912192,HOUSTON ISD,LANTRIP ELEM.,4,INDEPENDENT,100 TELEPHONE RD,HOUSTON,77023-1834,47.0,73.0,37.0,23.0
101912194,HOUSTON ISD,LEWIS ELEM.,4,INDEPENDENT,6745 TIPPERARY,HOUSTON,77061-2101,32.0,69.0,33.0,19.0
101912195,HOUSTON ISD,LOCKHART ELEM.,4,INDEPENDENT,3200 ROSEDALE ST,HOUSTON,77004-6211,41.0,63.0,34.0,14.0
101912196,HOUSTON ISD,LONGFELLOW ELEM,4,INDEPENDENT,3617 NORRIS,HOUSTON,77025-3699,34.0,79.0,41.0,24.0
101912197,HOUSTON ISD,LOOSCAN ELEM.,4,INDEPENDENT,3800 ROBERTSON ST,HOUSTON,77009-4959,25.0,31.0,15.0,8.0
101912198,HOUSTON ISD,LOVE ELEM.,4,INDEPENDENT,1120 W 13TH ST,HOUSTON,77008-6627,20.0,41.0,24.0,14.0
101912199,HOUSTON ISD,LOVETT ELEM.,4,INDEPENDENT,8814 S RICE AVE,HOUSTON,77096-2622,9.0,99.0,74.0,52.0
101912201,HOUSTON ISD,MACGREGOR ELEM.,4,INDEPENDENT,4801 LABRANCH ST,HOUSTON,77004-5650,42.0,39.0,15.0,4.0
101912203,HOUSTON ISD,MADING ELEM.,4,INDEPENDENT,8511 CRESTMONT ST,HOUSTON,77033-1324,20.0,39.0,16.0,8.0
101912204,HOUSTON ISD,MEMORIAL ELEM.,4,INDEPENDENT,6401 ARNOT ST,HOUSTON,77007-2007,1.0,39.0,23.0,16.0
101912207,HOUSTON ISD,MONTGOMERY ELEM,4,INDEPENDENT,4000 SIMSBROOK DR,HOUSTON,77045-5628,32.0,47.0,25.0,17.0
101912210,HOUSTON ISD,NORTHLINE ELEM.,4,INDEPENDENT,821 WITCHER LN,HOUSTON,77076-4818,21.0,44.0,22.0,11.0
101912211,HOUSTON ISD,OAK FOREST ELEM,4,INDEPENDENT,1401 W 43RD ST,HOUSTON,77018-4106,12.0,121.0,97.0,69.0
101912212,HOUSTON ISD,OATES ELEM.,4,INDEPENDENT,10044 WALLISVILLE RD,HOUSTON,77013-4616,19.0,27.0,13.0,8.0
101912213,HOUSTON ISD,OSBORNE ELEM.,4,INDEPENDENT,800 RINGOLD ST,HOUSTON,77088-6337,14.0,26.0,11.0,4.0
101912214,HOUSTON ISD,PARK PLACE ELEM,4,INDEPENDENT,8235 PARK PL BLVD,HOUSTON,77017-3104,17.0,85.0,71.0,51.0
101912215,HOUSTON ISD,PARKER ELEM.,4,INDEPENDENT,10626 ATWELL DR,HOUSTON,77096-4925,16.0,117.0,89.0,55.0
101912216,HOUSTON ISD,PATTERSON ELEM.,4,INDEPENDENT,5302 ALLENDALE RD,HOUSTON,77017-6214,15.0,69.0,42.0,33.0
101912217,HOUSTON ISD,PECK ELEM.,4,INDEPENDENT,5001 MARTIN LUTHER KING JR BLVD,HOUSTON,77021-2902,27.0,54.0,32.0,14.0
101912218,HOUSTON ISD,PILGRIM ACAD.,4,INDEPENDENT,6302 SKYLINE,HOUSTON,77057-6902,22.0,89.0,52.0,29.0
101912219,HOUSTON ISD,PINEY POINT ELE,4,INDEPENDENT,8921 PAGEWOOD LN,HOUSTON,77063-5543,54.0,118.0,63.0,39.0
101912220,HOUSTON ISD,PLEASANTVILLE E,4,INDEPENDENT,1431 GELLHORN DR,HOUSTON,77029-3343,11.0,35.0,20.0,9.0
101912221,HOUSTON ISD,POE ELEM.,4,INDEPENDENT,5100 HAZARD ST,HOUSTON,77098-5330,34.0,111.0,70.0,45.0
101912222,HOUSTON ISD,PORT HOUSTON EL,4,INDEPENDENT,1800 MCCARTY ST,HOUSTON,77029-3761,19.0,26.0,15.0,7.0
101912223,HOUSTON ISD,PUGH ELEM.,4,INDEPENDENT,1147 KRESS ST,HOUSTON,77020-7416,23.0,34.0,22.0,13.0
101912224,HOUSTON ISD,RED ELEM.,4,INDEPENDENT,4520 TONAWANDA DR,HOUSTON,77035-3716,25.0,56.0,34.0,21.0
101912225,HOUSTON ISD,REYNOLDS ELEM.,4,INDEPENDENT,9601 ROSEHAVEN DR,HOUSTON,77051-3132,35.0,36.0,15.0,8.0
101912227,HOUSTON ISD,MCNAMARA ELEM.,4,INDEPENDENT,8714 MCAVOY DR,HOUSTON,77074-7308,37.0,81.0,35.0,18.0
101912228,HOUSTON ISD,RIVER OAKS ELEM,4,INDEPENDENT,2008 KIRBY DR,HOUSTON,77019-6016,7.0,104.0,90.0,78.0
101912229,HOUSTON ISD,ROBERTS ELEM.,4,INDEPENDENT,6000 GREENBRIAR ST,HOUSTON,77030-1145,9.0,117.0,108.0,94.0
101912231,HOUSTON ISD,ROOSEVELT ELEM.,4,INDEPENDENT,6700 FULTON ST,HOUSTON,77022-5416,15.0,92.0,60.0,35.0
101912232,HOUSTON ISD,ROSS ELEM.,4,INDEPENDENT,2819 BAY ST,HOUSTON,77026-3203,29.0,26.0,9.0,2.0
101912233,HOUSTON ISD,RUCKER ELEM.,4,INDEPENDENT,5201 VINETT ST,HOUSTON,77017-4958,24.0,19.0,9.0,4.0
101912237,HOUSTON ISD,SCARBOROUGH ELE,4,INDEPENDENT,3021 LITTLE YORK RD,HOUSTON,77093-3519,26.0,77.0,45.0,23.0
101912239,HOUSTON ISD,SHEARN ELEM.,4,INDEPENDENT,9802 STELLA LINK RD,HOUSTON,77025-4605,23.0,46.0,27.0,10.0
101912240,HOUSTON ISD,SHERMAN ELEM.,4,INDEPENDENT,1909 MCKEE ST,HOUSTON,77009-8200,34.0,50.0,26.0,9.0
101912241,HOUSTON ISD,SINCLAIR ELEM.,4,INDEPENDENT,6410 GROVEWOOD LN,HOUSTON,77008-3222,25.0,61.0,41.0,22.0
101912242,HOUSTON ISD,SMITH ELEM.,4,INDEPENDENT,4802 CHRYSTELL LN,HOUSTON,77092-3513,55.0,48.0,31.0,16.0
101912243,HOUSTON ISD,THOMPSON ELEM.,4,INDEPENDENT,6121 TIERWESTER,HOUSTON,77021-1311,15.0,34.0,11.0,4.0
101912244,HOUSTON ISD,SOUTHMAYD ELEM.,4,INDEPENDENT,1800 CORAL ST,HOUSTON,77012-3123,18.0,70.0,53.0,29.0
101912245,HOUSTON ISD,STEVENS ELEM.,4,INDEPENDENT,1910 LAMONTE LN,HOUSTON,77018-4619,53.0,69.0,27.0,15.0
101912247,HOUSTON ISD,YOUNG ELEM.,4,INDEPENDENT,3555 BELLFORT AVE,HOUSTON,77051-1401,39.0,21.0,9.0,4.0
101912248,HOUSTON ISD,SUTTON ELEM.,4,INDEPENDENT,7402 ALBACORE DR,HOUSTON,77074-6512,35.0,89.0,71.0,43.0
101912249,HOUSTON ISD,TRAVIS ELEM.,4,INDEPENDENT,3311 BEAUCHAMP ST,HOUSTON,77009-6613,10.0,96.0,80.0,51.0
101912251,HOUSTON ISD,TWAIN ELEM.,4,INDEPENDENT,7500 BRAES BLVD,HOUSTON,77025-1224,19.0,117.0,92.0,72.0
101912252,HOUSTON ISD,WAINWRIGHT ELEM,4,INDEPENDENT,5330 MILWEE ST,HOUSTON,77092-6655,32.0,52.0,25.0,15.0
101912253,HOUSTON ISD,WALNUT BEND ELE,4,INDEPENDENT,10620 BRIAR FOREST,HOUSTON,77042-2320,50.0,63.0,37.0,22.0
101912254,HOUSTON ISD,WESLEY ELEM.,4,INDEPENDENT,800 DILLARD ST,HOUSTON,77091-2301,29.0,17.0,7.0,2.0
101912255,HOUSTON ISD,WEST UNIVERSITY,4,INDEPENDENT,3756 UNIVERSITY BLVD,HOUSTON,77005-2828,6.0,198.0,164.0,135.0
101912256,HOUSTON ISD,WHARTON K-8 DUA,4,INDEPENDENT,900 W GRAY ST,HOUSTON,77019-4226,,,,
101912257,HOUSTON ISD,WHIDBY ELEM.,4,INDEPENDENT,7625 SPRINGHILL ST,HOUSTON,77021-6033,52.0,37.0,12.0,5.0
101912258,HOUSTON ISD,WHITTIER ELEM.,4,INDEPENDENT,10511 LACROSSE ST,HOUSTON,77029-2111,19.0,44.0,24.0,12.0
101912259,HOUSTON ISD,WILSON MONTESSO,4,INDEPENDENT,2100 YUPON ST,HOUSTON,77006-1930,26.0,35.0,23.0,11.0
101912260,HOUSTON ISD,WINDSOR VILLAGE,4,INDEPENDENT,14440 POLO ST,HOUSTON,77085-3352,13.0,71.0,54.0,37.0
101912262,HOUSTON ISD,GRISSOM ELEM.,4,INDEPENDENT,4900 SIMSBROOK DR,HOUSTON,77045-5321,17.0,49.0,21.0,6.0
101912263,HOUSTON ISD,LAW ELEM.,4,INDEPENDENT,12401 S COAST DR,HOUSTON,77047-2736,47.0,50.0,27.0,12.0
101912264,HOUSTON ISD,MITCHELL ELEM.,4,INDEPENDENT,10900 GULFDALE DR,HOUSTON,77075-4608,21.0,25.0,13.0,6.0
101912265,HOUSTON ISD,PETERSEN ELEM.,4,INDEPENDENT,14404 WATERLOO DR,HOUSTON,77045-6620,31.0,42.0,18.0,12.0
101912267,HOUSTON ISD,WHITE E. ELEM.,4,INDEPENDENT,9001 TRIOLA LN,HOUSTON,77036-6147,33.0,94.0,50.0,22.0
101912268,HOUSTON ISD,BENBROOK ELEM.,4,INDEPENDENT,4026 BOLIN RD,HOUSTON,77092-4711,30.0,68.0,33.0,16.0
101912269,HOUSTON ISD,SCROGGINS ELEM.,4,INDEPENDENT,400 BOYLES ST,HOUSTON,77020-5242,10.0,49.0,32.0,19.0
101912271,HOUSTON ISD,FOERSTER ELEM.,4,INDEPENDENT,14200 FONMEADOW DR,HOUSTON,77035-5218,55.0,40.0,21.0,10.0
101912273,HOUSTON ISD,ASHFORD ELEM.,4,INDEPENDENT,1815 SHANNON VLY DR,HOUSTON,77077-4998,31.0,48.0,23.0,12.0
101912274,HOUSTON ISD,ASKEW ELEM.,4,INDEPENDENT,11200 WOOD LODGE DR,HOUSTON,77077-4237,58.0,78.0,49.0,37.0
101912275,HOUSTON ISD,BUSH ELEM.,4,INDEPENDENT,13800 WESTERLOCH DR,HOUSTON,77077-1900,5.0,130.0,116.0,95.0
101912276,HOUSTON ISD,SHADOWBRIAR ELE,4,INDEPENDENT,2650 SHADOWBRIAR DR,HOUSTON,77077-6000,25.0,43.0,20.0,9.0
101912279,HOUSTON ISD,TIJERINA ELEM.,4,INDEPENDENT,6501 SHERMAN ST,HOUSTON,77011-3521,4.0,35.0,21.0,12.0
101912281,HOUSTON ISD,SANCHEZ ELEM.,4,INDEPENDENT,2700 BERKLEY ST,HOUSTON,77012-3550,6.0,67.0,52.0,45.0
101912283,HOUSTON ISD,GARCIA ELEM.,4,INDEPENDENT,9550 ALDINE WESTFIELD RD,HOUSTON,77093-6211,43.0,63.0,26.0,15.0
101912285,HOUSTON ISD,VALLEY WEST ELE,4,INDEPENDENT,10707 S GESSNER DR,HOUSTON,77071-3507,40.0,76.0,40.0,27.0
101912286,HOUSTON ISD,HERRERA ELEM.,4,INDEPENDENT,525 BENNINGTON ST,HOUSTON,77022-4911,21.0,54.0,33.0,16.0
101912287,HOUSTON ISD,CAGE ELEM.,4,INDEPENDENT,4528 LEELAND ST,HOUSTON,77023-3047,23.0,33.0,15.0,8.0
101912289,HOUSTON ISD,MARTINEZ C. ELE,4,INDEPENDENT,901 HAYS ST,HOUSTON,77009-8910,24.0,29.0,10.0,5.0
101912290,HOUSTON ISD,CRESPO ELEM.,4,INDEPENDENT,7500 OFFICE CITY DR,HOUSTON,77012-4115,16.0,86.0,54.0,34.0
101912291,HOUSTON ISD,GALLEGOS ELEM.,4,INDEPENDENT,7415 HARRISBURG BLVD,HOUSTON,77011-4740,14.0,33.0,16.0,11.0
101912292,HOUSTON ISD,CARRILLO ELEM.,4,INDEPENDENT,960 S WAYSIDE DR,HOUSTON,77023-3412,12.0,53.0,34.0,15.0
101912295,HOUSTON ISD,BENAVIDEZ ELEM.,4,INDEPENDENT,6262 GULFTON ST,HOUSTON,77081-2306,37.0,62.0,39.0,23.0
101912297,HOUSTON ISD,DAVILA ELEM.,4,INDEPENDENT,7610 DAHLIA ST,HOUSTON,77012-2947,7.0,46.0,28.0,16.0
101912298,HOUSTON ISD,MARTINEZ R. ELE,4,INDEPENDENT,7211 MARKET ST,HOUSTON,77020-5422,26.0,46.0,32.0,15.0
101912299,HOUSTON ISD,MILNE ELEM.,4,INDEPENDENT,7800 PORTAL DR,HOUSTON,77071-1700,33.0,42.0,17.0,9.0
101912340,HOUSTON ISD,LAS AMERICAS,4,INDEPENDENT,6501 BELLAIRE BLVD,HOUSTON,77074-6428,25.0,0.0,0.0,0.0
101912344,HOUSTON ISD,BRIARMEADOW CHA,4,INDEPENDENT,3601 DUNVALE,HOUSTON,77063-5707,20.0,51.0,39.0,23.0
101912353,HOUSTON ISD,SCHOOL AT ST. G,4,INDEPENDENT,5430 HIDALGO ST,HOUSTON,77056-6211,21.0,100.0,55.0,38.0
101912358,HOUSTON ISD,COOK JR. ELEM.,4,INDEPENDENT,7115 LOCKWOOD,HOUSTON,77016-7027,44.0,54.0,30.0,17.0
101912359,HOUSTON ISD,MORENO ELEM.,4,INDEPENDENT,620 E CANINO,HOUSTON,77037-4619,14.0,118.0,90.0,57.0
101912364,HOUSTON ISD,ENERGIZED FOR E,4,INDEPENDENT,6201 BISSONNET,HOUSTON,77081-6809,59.0,210.0,134.0,82.0
101912369,HOUSTON ISD,GROSS ELEM.,4,INDEPENDENT,12583 S GESSNER DR,HOUSTON,77071-2848,31.0,70.0,37.0,20.0
101912371,HOUSTON ISD,YOUNG SCHOLARS,4,INDEPENDENT,1809 LOUISIANA,HOUSTON,77002-8013,13.0,4.0,2.0,0.0
101912372,HOUSTON ISD,RODRIGUEZ ELEM.,4,INDEPENDENT,5858 CHIMNEY ROCK,HOUSTON,77081-2714,26.0,131.0,74.0,42.0
101912373,HOUSTON ISD,SEGUIN ELEM.,4,INDEPENDENT,5905 WALTRIP,HOUSTON,77087-5140,37.0,47.0,23.0,11.0
101912374,HOUSTON ISD,TINSLEY ELEM.,4,INDEPENDENT,11035 BOB WHITE,HOUSTON,77096-5714,65.0,76.0,38.0,21.0
101912382,HOUSTON ISD,REAGAN K-8 EDUC,4,INDEPENDENT,4842 ANDERSON RD,HOUSTON,77053-2202,49.0,70.0,39.0,16.0
101912383,HOUSTON ISD,DEANDA ELEM.,4,INDEPENDENT,7980 ALMEDA GENOA RD,HOUSTON,77075-2006,10.0,91.0,67.0,43.0
101912389,HOUSTON ISD,KETELSEN ELEM.,4,INDEPENDENT,600 QUITMAN,HOUSTON,77009-8113,14.0,69.0,48.0,32.0
101912394,HOUSTON ISD,NEFF ELEM.,4,INDEPENDENT,8301 NEFF ST,HOUSTON,77036-6323,65.0,125.0,64.0,36.0
101912395,HOUSTON ISD,HINES-CALDWELL,4,INDEPENDENT,5515 W OREM,HOUSTON,77085-1253,22.0,44.0,31.0,19.0
101912396,HOUSTON ISD,RAY DAILY ELEM.,4,INDEPENDENT,12909 BRIAR FOREST,HOUSTON,77077-2005,34.0,72.0,41.0,26.0
101912460,HOUSTON ISD,MANDARIN IMMERS,4,INDEPENDENT,5445 W ALABAMA,HOUSTON,77056-2662,10.0,69.0,57.0,48.0
101912473,HOUSTON ISD,HILLIARD ELEM.,4,INDEPENDENT,8115 E HOUSTON RD,HOUSTON,77028-2022,44.0,45.0,15.0,8.0
101912475,HOUSTON ISD,ELMORE ELEM.,4,INDEPENDENT,8200 TATE ST,HOUSTON,77028-5532,45.0,54.0,27.0,14.0
101912479,HOUSTON ISD,SHADYDALE ELEM.,4,INDEPENDENT,5905 TIDWELL RD,HOUSTON,77016-4745,35.0,118.0,64.0,32.0
101912480,HOUSTON ISD,MARSHALL ELEM.,4,INDEPENDENT,6200 WINFIELD RD,HOUSTON,77050-4604,81.0,61.0,27.0,14.0
101912483,HOUSTON ISD,MARK WHITE ELEM,4,INDEPENDENT,2515 OLD FARM RD,HOUSTON,77063,24.0,54.0,32.0,17.0
101913101,HUMBLE ISD,HUMBLE ELEM.,4,INDEPENDENT,20252 FIELDTREE DR,HUMBLE,77338-3851,16.0,67.0,35.0,24.0
101913102,HUMBLE ISD,LAKELAND ELEM.,4,INDEPENDENT,1500 MONTGOMERY LN,HUMBLE,77338-8043,52.0,73.0,32.0,19.0
101913103,HUMBLE ISD,NORTH BELT ELEM,4,INDEPENDENT,8105 N BELT DR,HUMBLE,77396-2906,39.0,62.0,35.0,17.0
101913104,HUMBLE ISD,FOSTER ELEM.,4,INDEPENDENT,1800 TRAILWOOD VILLAGE DR,KINGWOOD,77339-3306,40.0,54.0,33.0,19.0
101913105,HUMBLE ISD,WOODLAND HILLS,4,INDEPENDENT,2222 TREE LN,KINGWOOD,77339-1766,24.0,72.0,33.0,13.0
101913106,HUMBLE ISD,BEAR BRANCH ELE,4,INDEPENDENT,3500 GARDEN LK,KINGWOOD,77339-1869,10.0,92.0,70.0,54.0
101913107,HUMBLE ISD,ELM GROVE ELEM.,4,INDEPENDENT,2815 CLEAR RDG DR,KINGWOOD,77339-1328,15.0,71.0,40.0,25.0
101913108,HUMBLE ISD,OAKS ELEM.,4,INDEPENDENT,5858 UPPER LK DR,HUMBLE,77346-1977,34.0,60.0,35.0,22.0
101913109,HUMBLE ISD,GREENTREE ELEM.,4,INDEPENDENT,3502 BROOKSHADOW DR,KINGWOOD,77345-1145,28.0,115.0,73.0,38.0
101913110,HUMBLE ISD,TIMBERS ELEM.,4,INDEPENDENT,6910 LONESOME WOODS TRL,HUMBLE,77346-5016,10.0,89.0,52.0,24.0
101913111,HUMBLE ISD,PINEFOREST ELEM,4,INDEPENDENT,19702 W LK HOUSTON PKY,HUMBLE,77346-2000,26.0,89.0,47.0,25.0
101913112,HUMBLE ISD,DEERWOOD ELEM.,4,INDEPENDENT,2920 FOREST GARDEN DR,KINGWOOD,77345-1409,7.0,102.0,75.0,57.0
101913113,HUMBLE ISD,WILLOW CREEK EL,4,INDEPENDENT,2002 WILLOW TER,KINGWOOD,77345-1785,11.0,90.0,64.0,40.0
101913114,HUMBLE ISD,HIDDEN HOLLOW E,4,INDEPENDENT,4104 APPALACHIAN TRL,KINGWOOD,77345-1099,21.0,61.0,44.0,30.0
101913115,HUMBLE ISD,WHISPERING PINE,4,INDEPENDENT,17321 WOODLAND HILLS DR,HUMBLE,77346-3001,78.0,59.0,19.0,8.0
101913116,HUMBLE ISD,SHADOW FOREST E,4,INDEPENDENT,2300 MILLS BRANCH DR,KINGWOOD,77345-2100,11.0,86.0,75.0,55.0
101913117,HUMBLE ISD,JACK M. FIELDS,4,INDEPENDENT,2505 S HOUSTON AVE,HUMBLE,77396-1520,53.0,29.0,12.0,5.0
101913118,HUMBLE ISD,OAK FOREST ELEM,4,INDEPENDENT,6400 KINGWOOD GLEN,HUMBLE,77346-2071,35.0,72.0,43.0,28.0
101913119,HUMBLE ISD,MAPLEBROOK ELEM,4,INDEPENDENT,7935 FARMINGHAM RD,HUMBLE,77346,25.0,82.0,45.0,24.0
101913120,HUMBLE ISD,SUMMERWOOD ELEM,4,INDEPENDENT,14000 SUMMERWOOD LAKES DR,HOUSTON,77044,37.0,90.0,58.0,37.0
