CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level Hispanic,Below Grade Level Asian,Below Grade Level Black,Below Grade Level White,Approach Grade Level Hispanic,Approach Grade Level Asian,Approach Grade Level Black,Approach Grade Level White,Meet Grade Level Hispanic,Meet Grade Level Asian,Meet Grade Level Black,Meet Grade Level White,Master Grade Level Hispanic,Master Grade Level Asian,Master Grade Level Black,Master Grade Level White
123910105,BEAUMONT ISD,CURTIS ELEM.,3,INDEPENDENT,6225 N CIRCUIT,BEAUMONT,77706,6.0,1.0,12.0,5.0,14.0,5.0,15.0,32.0,7.0,4.0,7.0,16.0,0.0,2.0,1.0,7.0
123910110,BEAUMONT ISD,FLETCHER ELEM.,3,INDEPENDENT,1050 AVE E,BEAUMONT,77701-5109,11.0,0.0,5.0,0.0,42.0,0.0,5.0,0.0,22.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0
123910112,BEAUMONT ISD,GUESS ELEM.,3,INDEPENDENT,8055 VOTH RD,BEAUMONT,77708-2308,7.0,1.0,21.0,5.0,13.0,4.0,30.0,6.0,7.0,0.0,14.0,3.0,3.0,0.0,7.0,2.0
123910118,BEAUMONT ISD,REGINA HOWELL E,3,INDEPENDENT,5850 REGINA,BEAUMONT,77706-2548,2.0,2.0,16.0,4.0,18.0,13.0,23.0,41.0,7.0,10.0,10.0,32.0,2.0,7.0,3.0,11.0
123910123,BEAUMONT ISD,HOMER DRIVE ELE,3,INDEPENDENT,8950 HOMER DR,BEAUMONT,77708-5009,6.0,0.0,39.0,0.0,6.0,0.0,45.0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,4.0,0.0
123910125,BEAUMONT ISD,PIETZSCH-MAC AR,3,INDEPENDENT,4301 HIGHLAND AVE,BEAUMONT,77705,39.0,0.0,71.0,0.0,16.0,0.0,15.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
123910126,BEAUMONT ISD,DISHMAN ELEM.,3,INDEPENDENT,3475 CHAMPIONS DR,BEAUMONT,77707,5.0,0.0,16.0,2.0,14.0,7.0,35.0,7.0,7.0,4.0,13.0,7.0,3.0,3.0,5.0,4.0
123910127,BEAUMONT ISD,BLANCHETTE ELEM,3,INDEPENDENT,2550 SARAH ST,BEAUMONT,77705,7.0,0.0,43.0,3.0,8.0,0.0,34.0,2.0,2.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0
123910128,BEAUMONT ISD,MARTIN ELEM.,3,INDEPENDENT,3500 PINE,BEAUMONT,77703,5.0,0.0,58.0,0.0,7.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0
123910129,BEAUMONT ISD,DR. MAE E. JONE,3,INDEPENDENT,3525 CLEVELAND,BEAUMONT,77703,7.0,0.0,49.0,0.0,26.0,0.0,21.0,0.0,14.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
123910130,BEAUMONT ISD,CHARLTON-POLLAR,3,INDEPENDENT,825 JACKSON ST,BEAUMONT,77701,9.0,0.0,32.0,0.0,13.0,0.0,30.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0
123910131,BEAUMONT ISD,FEHL-PRICE ELEM,3,INDEPENDENT,3350 BLANCHETTE ST,BEAUMONT,77701,4.0,0.0,66.0,0.0,10.0,0.0,9.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
123913001,SABINE PASS ISD,SABINE PASS SCH,3,INDEPENDENT,5641 S GULFWAY DR,SABINE PASS,77655-1148,1.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0
123914101,HAMSHIRE-FANNET,HAMSHIRE-FANNET,3,INDEPENDENT,23395 BURRELL WINGATE RD,BEAUMONT,77705-9182,1.0,0.0,6.0,14.0,27.0,0.0,7.0,84.0,16.0,0.0,5.0,55.0,5.0,0.0,0.0,26.0
124901101,JIM HOGG COUNTY,HEBBRONVILLE EL,3,INDEPENDENT,200 W LUCILLE,HEBBRONVILLE,78361-3025,10.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
125901101,ALICE ISD,HILLCREST ELEM.,3,INDEPENDENT,1400 MORNINGSIDE,ALICE,78332-4137,28.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
125901104,ALICE ISD,NOONAN ELEM.,3,INDEPENDENT,701 W THIRD ST,ALICE,78332-4403,21.0,0.0,0.0,1.0,45.0,0.0,0.0,4.0,18.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0
125901105,ALICE ISD,SAENZ ELEM.,3,INDEPENDENT,800 S JOHNSON ST,ALICE,78332-5660,29.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
125901106,ALICE ISD,SALAZAR ELEM.,3,INDEPENDENT,1028 PIERCE ST,ALICE,78332-6116,22.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
125901107,ALICE ISD,SCHALLERT ELEM.,3,INDEPENDENT,1001 JIM WELLS ST,ALICE,78332-3870,12.0,0.0,0.0,3.0,49.0,0.0,0.0,2.0,38.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0
125902101,BEN BOLT-PALITO,BEN BOLT-PALITO,3,INDEPENDENT,401 WHITNEY DR,BEN BOLT,78342,3.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
125903102,ORANGE GROVE IS,ORANGE GROVE EL,3,0,0,0,0,9.0,0.0,0.0,4.0,52.0,0.0,0.0,45.0,37.0,0.0,0.0,35.0,23.0,0.0,0.0,21.0
125905101,PREMONT ISD,PREMONT EARLY C,3,INDEPENDENT,400 CORA,PREMONT,78375-1165,18.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
125906101,LA GLORIA ISD,LA GLORIA ELEM.,3,INDEPENDENT,182 E COUNTY RD 401,FALFURRIAS,78355-9712,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
126901101,ALVARADO ISD,ALVARADO ELEM.-,3,INDEPENDENT,1000 E DAVIS,ALVARADO,76009-0387,0.0,0.0,0.0,2.0,24.0,0.0,0.0,32.0,20.0,0.0,0.0,20.0,11.0,0.0,0.0,9.0
126901102,ALVARADO ISD,ALVARADO ELEM.-,3,INDEPENDENT,1500 N CUMMINGS,ALVARADO,76009-0387,5.0,0.0,0.0,7.0,20.0,0.0,0.0,49.0,13.0,0.0,0.0,34.0,6.0,0.0,0.0,20.0
126901103,ALVARADO ISD,LILLIAN ELEM.,3,INDEPENDENT,5001 FM 2738,ALVARADO,76009,8.0,0.0,0.0,7.0,34.0,0.0,0.0,29.0,17.0,0.0,0.0,22.0,7.0,0.0,0.0,8.0
126902101,BURLESON ISD,THE ACAD. AT NO,3,INDEPENDENT,201 S DOBSON ST,BURLESON,76028-4809,2.0,0.0,0.0,12.0,9.0,0.0,0.0,79.0,6.0,0.0,0.0,55.0,6.0,0.0,0.0,31.0
126902102,BURLESON ISD,FRAZIER ELEM.,3,INDEPENDENT,1125 SUMMERVREST BLVD,BURLESON,76028-5602,7.0,0.0,3.0,9.0,12.0,0.0,2.0,52.0,6.0,0.0,1.0,32.0,1.0,0.0,0.0,16.0
126902103,BURLESON ISD,MOUND ELEM.,3,INDEPENDENT,205 S W THOMAS ST,BURLESON,76028-3819,1.0,0.0,0.0,4.0,11.0,0.0,0.0,54.0,8.0,0.0,0.0,39.0,6.0,0.0,0.0,21.0
126902104,BURLESON ISD,NORWOOD ELEM.,3,INDEPENDENT,619 EVELYN LN,BURLESON,76028-6520,3.0,0.0,0.0,9.0,10.0,0.0,0.0,35.0,7.0,0.0,0.0,27.0,4.0,0.0,0.0,17.0
126902105,BURLESON ISD,JACK TAYLOR ELE,3,INDEPENDENT,400 N E ALSBURY BLVD,BURLESON,76028-2624,9.0,0.0,0.0,3.0,25.0,0.0,0.0,14.0,9.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0
126902107,BURLESON ISD,WILLIAM STRIBLI,3,INDEPENDENT,1881 E RENFRO,BURLESON,76028-5719,3.0,0.0,0.0,17.0,12.0,0.0,0.0,75.0,6.0,0.0,0.0,45.0,3.0,0.0,0.0,21.0
126902108,BURLESON ISD,BRANSOM ELEM.,3,INDEPENDENT,820 S HURST,BURLESON,76028,7.0,0.0,0.0,15.0,19.0,0.0,0.0,60.0,9.0,0.0,0.0,29.0,5.0,0.0,0.0,19.0
126902109,BURLESON ISD,JUDY HAJEK ELEM,3,INDEPENDENT,555 NE MCALISTER,BURLESON,76028,8.0,0.0,0.0,12.0,18.0,7.0,8.0,70.0,9.0,5.0,7.0,50.0,4.0,3.0,3.0,26.0
126902110,BURLESON ISD,ANN BROCK ELEM.,3,INDEPENDENT,12000 OAK GROVE RD,FORT WORTH,76028,13.0,0.0,2.0,7.0,12.0,0.0,7.0,47.0,9.0,0.0,1.0,23.0,3.0,0.0,1.0,15.0
126902111,BURLESON ISD,IRENE CLINKSCAL,3,INDEPENDENT,600 BLAYKE ST,BURLESON,76028,3.0,0.0,0.0,17.0,13.0,0.0,0.0,66.0,9.0,0.0,0.0,47.0,4.0,0.0,0.0,30.0
126903101,CLEBURNE ISD,ADAMS ELEM.,3,INDEPENDENT,1492 IS GROVE RD,CLEBURNE,76031-6806,5.0,0.0,0.0,8.0,7.0,0.0,0.0,36.0,2.0,0.0,0.0,24.0,1.0,0.0,0.0,11.0
126903102,CLEBURNE ISD,COLEMAN ELEM.,3,INDEPENDENT,920 W WESTHILL DR,CLEBURNE,76033-6199,11.0,0.0,0.0,10.0,17.0,0.0,0.0,36.0,9.0,0.0,0.0,23.0,2.0,0.0,0.0,12.0
126903103,CLEBURNE ISD,MARTI ELEM.,3,INDEPENDENT,2020 W KILPATRICK,CLEBURNE,76033-2099,7.0,0.0,0.0,15.0,8.0,0.0,0.0,31.0,5.0,0.0,0.0,17.0,1.0,0.0,0.0,6.0
126903104,CLEBURNE ISD,IRVING ELEM.,3,INDEPENDENT,345 HIX RD,CLEBURNE,76031,15.0,0.0,0.0,7.0,24.0,0.0,0.0,11.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0
126903108,CLEBURNE ISD,GERARD ELEM.,3,INDEPENDENT,1212 HYDE PARK,CLEBURNE,76033-6564,1.0,0.0,0.0,2.0,17.0,0.0,0.0,52.0,14.0,0.0,0.0,35.0,8.0,0.0,0.0,18.0
126903109,CLEBURNE ISD,COOKE ELEM.,3,INDEPENDENT,902 PHILLIPS ST,CLEBURNE,76033,15.0,0.0,0.0,9.0,35.0,0.0,0.0,22.0,19.0,0.0,0.0,11.0,4.0,0.0,0.0,3.0
126903111,CLEBURNE ISD,SANTA FE ELEM.,3,INDEPENDENT,1601 E HENDERSON,CLEBURNE,76031-5207,10.0,0.0,0.0,10.0,19.0,0.0,0.0,5.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0
126904102,GRANDVIEW ISD,GRANDVIEW ELEM.,3,INDEPENDENT,301 ZEBRA PKWY,GRANDVIEW,76050,3.0,0.0,0.0,6.0,13.0,0.0,0.0,66.0,8.0,0.0,0.0,53.0,3.0,0.0,0.0,25.0
126905101,JOSHUA ISD,H.D. STAPLES EL,3,INDEPENDENT,505 S MAIN,JOSHUA,76058-3147,4.0,0.0,0.0,10.0,19.0,0.0,0.0,46.0,7.0,0.0,0.0,33.0,2.0,0.0,0.0,15.0
126905103,JOSHUA ISD,A.G. ELDER ELEM,3,INDEPENDENT,513 HENDERSON ST,JOSHUA,76058-3180,5.0,0.0,0.0,5.0,27.0,0.0,0.0,55.0,19.0,0.0,0.0,43.0,11.0,0.0,0.0,23.0
126905104,JOSHUA ISD,NORTH JOSHUA EL,3,INDEPENDENT,100 S RANCHWAY,BURLESON,76028,1.0,0.0,0.0,4.0,14.0,0.0,0.0,72.0,8.0,0.0,0.0,55.0,5.0,0.0,0.0,33.0
126905105,JOSHUA ISD,PLUM CREEK ELEM,3,INDEPENDENT,500 PLUM ST,JOSHUA,76058-5725,1.0,0.0,0.0,2.0,18.0,0.0,0.0,48.0,11.0,0.0,0.0,34.0,6.0,0.0,0.0,20.0
126905106,JOSHUA ISD,CADDO GROVE ELE,3,INDEPENDENT,7301 FM 1902,JOSHUA,76058,10.0,0.0,0.0,11.0,40.0,0.0,0.0,35.0,16.0,0.0,0.0,22.0,5.0,0.0,0.0,9.0
126906101,KEENE ISD,KEENE ELEM.,3,INDEPENDENT,300 HWY 67 E,KEENE,76059-0656,7.0,0.0,0.0,7.0,17.0,0.0,0.0,27.0,8.0,0.0,0.0,16.0,1.0,0.0,0.0,6.0
126907101,RIO VISTA ISD,RIO VISTA ELEM.,3,INDEPENDENT,501 S CLEBURNE WHITNEY RD,RIO VISTA,76093-0369,5.0,0.0,0.0,12.0,5.0,0.0,0.0,25.0,3.0,0.0,0.0,15.0,2.0,0.0,0.0,6.0
126908101,VENUS ISD,VENUS ELEM.,3,INDEPENDENT,#20 BULLDOG DR,VENUS,76084-0364,37.0,0.0,6.0,19.0,51.0,0.0,2.0,39.0,18.0,0.0,0.0,16.0,6.0,0.0,0.0,10.0
126911042,GODLEY ISD,GODLEY INTERMED,3,INDEPENDENT,309 N PEARSON,GODLEY,76044,13.0,0.0,0.0,24.0,25.0,0.0,0.0,89.0,9.0,0.0,0.0,52.0,2.0,0.0,0.0,35.0
127901101,ANSON ISD,ANSON ELEM.,3,INDEPENDENT,922 AVE M,ANSON,79501-3214,12.0,0.0,0.0,5.0,15.0,0.0,0.0,17.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0
127903102,HAMLIN ISD,HAMLIN ELEM.,3,INDEPENDENT,405 N W 5TH ST,HAMLIN,79520-3127,6.0,0.0,0.0,2.0,11.0,0.0,0.0,12.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0
127904101,HAWLEY ISD,HAWLEY ELEM.,3,INDEPENDENT,420 AVE H,HAWLEY,79525-0059,8.0,0.0,0.0,22.0,8.0,0.0,0.0,33.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0
127905101,LUEDERS-AVOCA I,LUEDERS-AVOCA E,3,INDEPENDENT,334 VANDEVENTER ST,LUEDERS,79533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
127906101,STAMFORD ISD,OLIVER ELEM.,3,INDEPENDENT,400 E OLIVER,STAMFORD,79553-5701,6.0,0.0,0.0,4.0,15.0,0.0,0.0,14.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0
128901105,KARNES CITY ISD,ROGER E. SIDES,3,INDEPENDENT,221 N ESPLANADE ST,KARNES CITY,78118-2919,5.0,0.0,1.0,1.0,34.0,0.0,4.0,8.0,19.0,0.0,3.0,6.0,5.0,0.0,1.0,6.0
128902104,KENEDY ISD,KENEDY ELEM.,3,INDEPENDENT,401 F M 719,KENEDY,78119-2034,22.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
128903101,RUNGE ISD,RUNGE ELEM.,3,INDEPENDENT,600 REIFFERT,RUNGE,78151-0158,7.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
128904101,FALLS CITY ISD,FALLS CITY ELEM,3,INDEPENDENT,700 N NELSON ST,FALLS CITY,78113-0399,1.0,0.0,0.0,0.0,9.0,0.0,0.0,24.0,7.0,0.0,0.0,18.0,2.0,0.0,0.0,10.0
129901101,CRANDALL ISD,W.A. MARTIN ELE,3,INDEPENDENT,11601 W HWY 175,CRANDALL,75114-0460,9.0,0.0,0.0,4.0,26.0,0.0,0.0,38.0,13.0,0.0,0.0,21.0,3.0,0.0,0.0,4.0
129901102,CRANDALL ISD,NOLA KATHRYN WI,3,INDEPENDENT,300 S MEADOWCREEK,CRANDALL,75114,6.0,0.0,0.0,7.0,19.0,0.0,0.0,60.0,12.0,0.0,0.0,40.0,5.0,0.0,0.0,25.0
129901103,CRANDALL ISD,BARBARA WALKER,3,INDEPENDENT,4060 ABBEY RD,HEARTLAND,75126,4.0,0.0,9.0,4.0,27.0,0.0,12.0,26.0,14.0,0.0,8.0,17.0,4.0,0.0,4.0,10.0
129901105,CRANDALL ISD,HOLLIS T. DIETZ,3,INDEPENDENT,2080 SUNNYBROOK DR,HEARTLAND,75126,1.0,0.0,5.0,2.0,20.0,0.0,12.0,21.0,12.0,0.0,8.0,18.0,7.0,0.0,4.0,9.0
129902101,FORNEY ISD,JOHNSON ELEM.,3,INDEPENDENT,701 S BOIS D' ARC,FORNEY,75126-9680,0.0,0.0,3.0,3.0,22.0,5.0,9.0,36.0,18.0,5.0,3.0,30.0,9.0,2.0,3.0,17.0
129902102,FORNEY ISD,KATHRYN WOLFE C,3,INDEPENDENT,401 HWY 740 N,FORNEY,75126-9999,3.0,0.0,7.0,9.0,18.0,0.0,8.0,28.0,11.0,0.0,3.0,15.0,8.0,0.0,1.0,5.0
129902103,FORNEY ISD,L.E. CLAYBON EL,3,INDEPENDENT,1011 FM 741,FORNEY,75126,3.0,0.0,1.0,1.0,15.0,0.0,8.0,45.0,9.0,0.0,4.0,38.0,6.0,0.0,2.0,19.0
129902104,FORNEY ISD,HENDERSON ELEM.,3,INDEPENDENT,12755 FM 1641,FORNEY,75126,3.0,0.0,1.0,6.0,22.0,0.0,6.0,55.0,11.0,0.0,4.0,46.0,6.0,0.0,3.0,26.0
129902105,FORNEY ISD,BLACKBURN ELEM.,3,INDEPENDENT,2401 CONCORD DR,FORNEY,75126-9682,5.0,0.0,9.0,1.0,35.0,0.0,13.0,17.0,23.0,0.0,9.0,10.0,12.0,0.0,4.0,7.0
129902106,FORNEY ISD,CROSBY ELEM.,3,INDEPENDENT,495 DIAMOND CREEK DR,FORNEY,75126,2.0,0.0,5.0,2.0,24.0,0.0,18.0,40.0,16.0,0.0,9.0,25.0,9.0,0.0,6.0,15.0
129902107,FORNEY ISD,LEWIS ELEM.,3,INDEPENDENT,600 S BOIS D'ARC,FORNEY,75126,7.0,1.0,10.0,3.0,17.0,6.0,18.0,40.0,7.0,6.0,6.0,30.0,2.0,3.0,2.0,10.0
129902108,FORNEY ISD,NELL HILL RHEA,3,INDEPENDENT,250 MONITOR BLVD,FORNEY,75126,7.0,0.0,3.0,2.0,28.0,0.0,15.0,42.0,14.0,0.0,8.0,30.0,8.0,0.0,2.0,14.0
129902109,FORNEY ISD,MARGARET TAYLOR,3,INDEPENDENT,1750 IRON GATE BLVD,FORNEY,75126,6.0,0.0,9.0,1.0,12.0,0.0,14.0,36.0,6.0,0.0,5.0,32.0,3.0,0.0,3.0,22.0
129903110,KAUFMAN ISD,J.W. MONDAY ELE,3,INDEPENDENT,905 S MADISON ST,KAUFMAN,75142,15.0,0.0,2.0,6.0,36.0,0.0,4.0,25.0,16.0,0.0,2.0,14.0,7.0,0.0,0.0,3.0
129903112,KAUFMAN ISD,J.R. PHILLIPS E,3,INDEPENDENT,1501 ROYAL DR,KAUFMAN,75142,17.0,0.0,0.0,5.0,31.0,0.0,0.0,21.0,14.0,0.0,0.0,13.0,4.0,0.0,0.0,7.0
129903114,KAUFMAN ISD,LUCILLE NASH EL,3,INDEPENDENT,1002 S HOUSTON ST,KAUFMAN,75142,12.0,0.0,1.0,4.0,36.0,0.0,7.0,47.0,18.0,0.0,2.0,32.0,8.0,0.0,1.0,13.0
129904102,KEMP ISD,KEMP INTERMEDIA,3,INDEPENDENT,101 OLD US 40,KEMP,75143,8.0,0.0,0.0,19.0,27.0,0.0,0.0,51.0,18.0,0.0,0.0,33.0,10.0,0.0,0.0,17.0
129905103,MABANK ISD,CENTRAL ELEM.,3,INDEPENDENT,19119 E US HWY 175,MABANK,75147,5.0,0.0,0.0,10.0,19.0,0.0,0.0,65.0,11.0,0.0,0.0,46.0,6.0,0.0,0.0,28.0
129905104,MABANK ISD,SOUTHSIDE ELEM.,3,INDEPENDENT,109 PASCHAL BLVD,MABANK,75147,0.0,0.0,0.0,7.0,15.0,0.0,0.0,56.0,12.0,0.0,0.0,36.0,2.0,0.0,0.0,17.0
129905105,MABANK ISD,LAKEVIEW ELEM.,3,INDEPENDENT,306 HARBOR POINT RD,GUN BARREL CITY,75156,1.0,0.0,0.0,2.0,16.0,0.0,0.0,40.0,12.0,0.0,0.0,26.0,7.0,0.0,0.0,13.0
129906107,TERRELL ISD,J.W. LONG ELEM.,3,INDEPENDENT,300 CREEKSIDE DR,TERRELL,75160,23.0,0.0,16.0,3.0,42.0,0.0,10.0,18.0,18.0,0.0,3.0,10.0,6.0,0.0,0.0,2.0
129906108,TERRELL ISD,GILBERT WILLIE,3,INDEPENDENT,1400 S ROCKWALL AVE,TERRELL,75160,6.0,0.0,9.0,7.0,36.0,0.0,20.0,20.0,25.0,0.0,12.0,16.0,10.0,0.0,6.0,7.0
129906109,TERRELL ISD,DR. BRUCE WOOD,3,INDEPENDENT,121 POETRY RD,TERRELL,75160,15.0,0.0,10.0,10.0,29.0,0.0,4.0,17.0,15.0,0.0,1.0,11.0,9.0,0.0,0.0,5.0
129910101,SCURRY-ROSSER I,SCURRY-ROSSER E,3,INDEPENDENT,9511 SILVER CREEK DR,SCURRY,75158-2801,2.0,0.0,0.0,11.0,15.0,0.0,0.0,52.0,5.0,0.0,0.0,33.0,3.0,0.0,0.0,13.0
130801001,MEADOWLAND CHAR,OAKS ACAD.,3,CHARTER,121 OLD SAN ANTONIO RD,BOERNE,78006,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130901101,BOERNE ISD,CURINGTON ELEM.,3,INDEPENDENT,601 ADLER RD,BOERNE,78006-1742,7.0,0.0,0.0,10.0,23.0,0.0,0.0,65.0,17.0,0.0,0.0,46.0,6.0,0.0,0.0,23.0
130901102,BOERNE ISD,FABRA ELEM.,3,INDEPENDENT,723 JOHNS RD,BOERNE,78006-2025,5.0,0.0,0.0,1.0,17.0,0.0,0.0,50.0,10.0,0.0,0.0,43.0,7.0,0.0,0.0,25.0
130901103,BOERNE ISD,FAIR OAKS RANCH,3,INDEPENDENT,29085 RALPH FAIR RD,FAIR OAKS RANCH,78015-4738,2.0,0.0,0.0,5.0,18.0,0.0,0.0,70.0,12.0,0.0,0.0,56.0,5.0,0.0,0.0,39.0
130901104,BOERNE ISD,KENDALL ELEM.,3,INDEPENDENT,141 OLD SAN ANTONIO RD,BOERNE,78006,5.0,0.0,0.0,11.0,38.0,0.0,0.0,41.0,15.0,0.0,0.0,30.0,5.0,0.0,0.0,16.0
130901105,BOERNE ISD,CIBOLO CREEK EL,3,INDEPENDENT,300 HERFF RANCH BLVD,BOERNE,78006,1.0,0.0,0.0,2.0,25.0,0.0,0.0,80.0,20.0,0.0,0.0,71.0,16.0,0.0,0.0,56.0
130901106,BOERNE ISD,VAN RAUB ELEM.,3,INDEPENDENT,8776 DIETZ ELKHORN RD,FAIR OAKS RANCH,78015,7.0,0.0,0.0,7.0,35.0,5.0,0.0,60.0,22.0,4.0,0.0,47.0,11.0,2.0,0.0,27.0
130902101,COMFORT ISD,COMFORT ELEM.,3,INDEPENDENT,605 3RD ST,COMFORT,78013-2006,6.0,0.0,0.0,5.0,44.0,0.0,0.0,25.0,23.0,0.0,0.0,19.0,10.0,0.0,0.0,14.0
131001103,KENEDY COUNTY W,SARITA ELEM.,3,COMMON,150 E LA PARRA ST,SARITA,78385-0100,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
132902001,JAYTON-GIRARD I,JAYTON SCHOOLS,3,INDEPENDENT,700 MADISON,JAYTON,79528-0168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
133901101,CENTER POINT IS,CENTER POINT EL,3,INDEPENDENT,215 CHINA,CENTER POINT,78010-0377,6.0,0.0,0.0,1.0,22.0,0.0,0.0,12.0,11.0,0.0,0.0,7.0,6.0,0.0,0.0,4.0
133902101,HUNT ISD,HUNT SCHOOL,3,INDEPENDENT,115 SCHOOL LN SW,HUNT,78024,2.0,0.0,0.0,1.0,5.0,0.0,0.0,12.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,5.0
133903101,KERRVILLE ISD,DANIELS ELEM.,3,INDEPENDENT,2002 SINGING WIND DR,KERRVILLE,78028-5452,6.0,0.0,0.0,3.0,42.0,0.0,0.0,42.0,32.0,0.0,0.0,30.0,19.0,0.0,0.0,15.0
133903102,KERRVILLE ISD,STARKEY ELEM.,3,INDEPENDENT,1030 W MAIN ST,KERRVILLE,78028-4027,6.0,0.0,0.0,4.0,34.0,0.0,0.0,33.0,20.0,0.0,0.0,26.0,6.0,0.0,0.0,18.0
133903103,KERRVILLE ISD,NIMITZ ELEM.,3,INDEPENDENT,100 VALLEY VIEW,KERRVILLE,78028-6245,6.0,0.0,0.0,4.0,25.0,0.0,0.0,42.0,13.0,0.0,0.0,27.0,8.0,0.0,0.0,16.0
133903109,KERRVILLE ISD,FRED H. TALLY E,3,INDEPENDENT,1840 GOAT CREEK PKWY,KERRVILLE,78028,4.0,0.0,0.0,3.0,25.0,0.0,0.0,53.0,14.0,0.0,0.0,41.0,6.0,0.0,0.0,26.0
133904101,INGRAM ISD,INGRAM ELEM.,3,INDEPENDENT,125 BRAVE RUN,INGRAM,78025-9999,13.0,0.0,0.0,2.0,42.0,0.0,0.0,32.0,22.0,0.0,0.0,17.0,5.0,0.0,0.0,13.0
133905101,DIVIDE ISD,DIVIDE ELEM.,3,INDEPENDENT,120 DIVIDE SCHOOL RD,MOUNTAIN HOME,78058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0
134901101,JUNCTION ISD,JUNCTION ELEM.,3,INDEPENDENT,1700 COLLEGE ST,JUNCTION,76849-4599,6.0,0.0,0.0,12.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0
135001001,GUTHRIE CSD,GUTHRIE SCHOOL,3,COMMON,301 JAGUAR LN,GUTHRIE,79236-0070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0
136901101,BRACKETT ISD,JONES ELEM.-INT,3,INDEPENDENT,400 ANN ST,BRACKETTVILLE,78832-0586,7.0,0.0,0.0,5.0,22.0,0.0,0.0,8.0,8.0,0.0,0.0,7.0,4.0,0.0,0.0,5.0
137901105,KINGSVILLE ISD,HARVEY ELEM.,3,INDEPENDENT,1301 E KENEDY AVE,KINGSVILLE,78363-5941,12.0,0.0,0.0,0.0,50.0,0.0,0.0,14.0,36.0,0.0,0.0,11.0,19.0,0.0,0.0,7.0
137901106,KINGSVILLE ISD,KLEBERG ELEM.,3,INDEPENDENT,900 N 6TH ST,KINGSVILLE,78363-3758,6.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
137901109,KINGSVILLE ISD,HARREL ELEM.,3,INDEPENDENT,925 W JOHNSTON,KINGSVILLE,78363-5829,19.0,0.0,4.0,1.0,30.0,0.0,4.0,4.0,17.0,0.0,4.0,4.0,6.0,0.0,3.0,3.0
