,Unnamed: 0,CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level,Full Address,Latitude,Longitude,Total Students,% Pass,Quadrant,random,university
2571,2604,105904104,DRIPPING SPRING,SYCAMORE SPRING,3,INDEPENDENT,14451 SAWYER RANCH RD,AUSTIN,78737,9.0,114.0,85.0,42.0,"14451 SAWYER RANCH RD AUSTIN,TX 78737",30.179378999999997,-98.0008447,250.0,50.8,SE,288,1
2773,2806,108912117,LA JOYA ISD,SAM FORDYCE ELE,3,INDEPENDENT,801 FM 886,SULLIVAN CITY,78595,15.0,47.0,39.0,25.0,"801 FM 886 SULLIVAN CITY,TX 78595",26.266420899999996,-98.553791,126.0,50.79365079365079,SE,1681,0
1615,1641,71905105,YSLETA ISD,DOLPHIN TERRACE,3,INDEPENDENT,9790 PICKEREL DR,EL PASO,79924,5.0,89.0,62.0,35.0,"9790 PICKEREL DR EL PASO,TX 79924",31.8910451,-106.4027148,191.0,50.78534031413613,NW,369,1
4470,4528,246913122,LEANDER ISD,RONALD REAGAN E,3,INDEPENDENT,1700 E PARK ST,CEDAR PARK,78613-4557,12.0,145.0,102.0,60.0,"1700 E PARK ST CEDAR PARK,TX 78613-4557",30.5145902,-97.7962291,319.0,50.78369905956113,SE,3135,1
1809,1837,84902104,GALVESTON ISD,MORGAN ELEM. MA,3,INDEPENDENT,1410 37TH ST,GALVESTON,77550-4160,12.0,115.0,78.0,53.0,"1410 37TH ST GALVESTON,TX 77550-4160",29.292019300000003,-94.8058999,258.0,50.775193798449614,SE,4522,1
4438,4496,246909130,ROUND ROCK ISD,BLACKLAND PRAIR,3,INDEPENDENT,2105 VIA SONOMA TRL,ROUND ROCK,78664,16.0,114.0,83.0,51.0,"2105 VIA SONOMA TRL ROUND ROCK,TX 78664",30.4989892,-97.62265500000001,264.0,50.75757575757576,SE,1625,1
2996,3032,133903101,KERRVILLE ISD,DANIELS ELEM.,3,INDEPENDENT,2002 SINGING WIND DR,KERRVILLE,78028-5452,10.0,88.0,65.0,36.0,"2002 SINGING WIND DR KERRVILLE,TX 78028-5452",30.036132000000002,-99.1218135,199.0,50.753768844221106,SE,3176,1
3234,3274,165901131,MIDLAND ISD,JAMES BOWIE FIN,3,INDEPENDENT,805 ELK,MIDLAND,79701-4152,8.0,62.0,40.0,32.0,"805 ELK MIDLAND,TX 79701-4152",32.010141,-102.08726800000001,142.0,50.70422535211268,NW,4745,1
1905,1935,93903101,IOLA ISD,IOLA ELEM.,3,INDEPENDENT,7282 FT WORTH ST,IOLA,77861-0159,6.0,30.0,24.0,13.0,"7282 FT WORTH ST IOLA,TX 77861-0159",30.767523999999998,-96.0729151,73.0,50.68493150684932,SE,1089,0
2814,2848,110907101,SUNDOWN ISD,SUNDOWN ELEM.,3,INDEPENDENT,701 SCHOOL ST,SUNDOWN,79372,0.0,36.0,26.0,11.0,"701 SCHOOL ST SUNDOWN,TX 79372",33.4591549,-102.486952,73.0,50.68493150684932,NW,4005,0
2700,2733,108906124,MCALLEN ISD,GONZALEZ ELEM.,3,INDEPENDENT,201 E MARTIN AVE,MCALLEN,78504-2059,8.0,103.0,71.0,43.0,"201 E MARTIN AVE MCALLEN,TX 78504-2059",26.259476899999996,-98.21183559999999,225.0,50.666666666666664,SE,2749,1
618,628,31906101,LOS FRESNOS CIS,LOS FRESNOS ELE,3,INDEPENDENT,32602 STATE HWY 100,LOS FRESNOS,78566,3.0,72.0,51.0,26.0,"32602 STATE HWY 100 LOS FRESNOS,TX 78566",26.0743425,-97.50086970000001,152.0,50.6578947368421,SE,255,0
3170,3210,161903107,MIDWAY ISD,CASTLEMAN CREEK,3,INDEPENDENT,755 S HEWITT DR,HEWITT,76643,17.0,97.0,69.0,48.0,"755 S HEWITT DR HEWITT,TX 76643",31.454932,-97.2043467,231.0,50.64935064935065,NE,4080,0
2938,2974,126903108,CLEBURNE ISD,GERARD ELEM.,3,INDEPENDENT,1212 HYDE PARK,CLEBURNE,76033-6564,4.0,73.0,51.0,28.0,"1212 HYDE PARK CLEBURNE,TX 76033-6564",32.3197057,-97.40882090000001,156.0,50.64102564102564,NE,2065,1
1405,1426,61902120,LEWISVILLE ISD,GARDEN RIDGE EL,3,INDEPENDENT,2220 S GARDEN RIDGE BLVD,FLOWER MOUND,75028-7270,7.0,71.0,53.0,27.0,"2220 S GARDEN RIDGE BLVD FLOWER MOUND,TX 75028-7270",33.016401300000005,-97.03717270000001,158.0,50.63291139240506,NE,2916,1
4327,4384,240903110,UNITED ISD,TRAUTMANN ELEM.,3,INDEPENDENT,810 LINDENWOOD,LAREDO,78045,5.0,113.0,81.0,40.0,"810 LINDENWOOD LAREDO,TX 78045",27.5821517,-99.48289710000002,239.0,50.62761506276151,SW,115,1
4313,4370,240901112,LAREDO ISD,RYAN ELEM.,3,INDEPENDENT,2401 CLARK BLVD,LAREDO,78043,16.0,106.0,77.0,48.0,"2401 CLARK BLVD LAREDO,TX 78043",27.516318300000002,-99.4711923,247.0,50.607287449392715,SW,316,1
2747,2780,108909134,PHARR-SAN JUAN-,MARCIA R. GARZA,3,INDEPENDENT,810 E EL GATO,ALAMO,78516,11.0,72.0,55.0,30.0,"810 E EL GATO ALAMO,TX 78516",26.1582173,-98.1221146,168.0,50.595238095238095,SE,734,0
3121,3159,153905001,NEW HOME ISD,NEW HOME SCHOOL,3,INDEPENDENT,225 N MAIN ST,NEW HOME,79381,2.0,40.0,30.0,13.0,"225 N MAIN ST NEW HOME,TX 79381",33.3290011,-101.9110245,85.0,50.588235294117645,NW,1217,0
3586,3630,205902103,GREGORY-PORTLAN,EAST CLIFF ELEM,3,INDEPENDENT,1140 BROADWAY,PORTLAND,78374-1399,3.0,81.0,53.0,33.0,"1140 BROADWAY PORTLAND,TX 78374-1399",27.8923061,-97.3032829,170.0,50.588235294117645,SE,1310,1
4014,4061,221912101,WYLIE ISD,WYLIE ELEM.,3,INDEPENDENT,7650 HARDWICK RD,ABILENE,79606,9.0,162.0,117.0,58.0,"7650 HARDWICK RD ABILENE,TX 79606",32.3570636,-99.7614993,346.0,50.578034682080926,NW,182,1
2377,2410,101914118,KATY ISD,JAMES E. WILLIA,3,INDEPENDENT,3900 S PEEK RD,KATY,77450,14.0,115.0,84.0,48.0,"3900 S PEEK RD KATY,TX 77450",29.7321662,-95.765699,261.0,50.57471264367816,SE,4908,1
1754,1782,79907123,FORT BEND ISD,HIGHLANDS ELEM.,3,INDEPENDENT,2022 COLONIST PARK DR,SUGAR LAND,77478-4437,7.0,79.0,54.0,34.0,"2022 COLONIST PARK DR SUGAR LAND,TX 77478-4437",29.597572600000003,-95.6026792,174.0,50.57471264367816,SE,3229,1
1191,1208,57909129,GARLAND ISD,CLASSICAL CENTE,3,INDEPENDENT,126 CREEKVIEW DR,GARLAND,75043-3501,11.0,78.0,58.0,33.0,"126 CREEKVIEW DR GARLAND,TX 75043-3501",32.8501252,-96.6059548,180.0,50.55555555555556,NE,2078,1
2941,2977,126904102,GRANDVIEW ISD,GRANDVIEW ELEM.,3,INDEPENDENT,301 ZEBRA PKWY,GRANDVIEW,76050,9.0,82.0,63.0,30.0,"301 ZEBRA PKWY GRANDVIEW,TX 76050",32.2576346,-97.1779994,184.0,50.54347826086956,NE,3812,0
295,300,15910145,NORTH EAST ISD,CIBOLO GREEN,3,INDEPENDENT,24315 BULVERDE GREEN,SAN ANTONIO,78261,10.0,128.0,85.0,56.0,"24315 BULVERDE GREEN SAN ANTONIO,TX 78261",29.667392200000002,-98.4221302,279.0,50.53763440860215,SE,125,1
566,574,31901104,BROWNSVILLE ISD,MARTIN ELEM.,3,INDEPENDENT,1701 STANFORD AVE,BROWNSVILLE,78520-8199,3.0,43.0,28.0,19.0,"1701 STANFORD AVE BROWNSVILLE,TX 78520-8199",25.9273203,-97.4963378,93.0,50.53763440860215,SE,2995,1
3703,3749,220901130,ARLINGTON ISD,DITTO ELEM.,3,INDEPENDENT,3001 QUAIL LN,ARLINGTON,76016-2112,7.0,87.0,65.0,31.0,"3001 QUAIL LN ARLINGTON,TX 76016-2112",32.696288,-97.19232840000001,190.0,50.526315789473685,NE,2539,1
3440,3483,183901101,BECKVILLE ISD,BECKVILLE SUNSE,3,INDEPENDENT,4378 SH 149,BECKVILLE,75631-0037,3.0,44.0,31.0,17.0,"4378 SH 149 BECKVILLE,TX 75631-0037",32.237865500000005,-94.4542064,95.0,50.526315789473685,NE,540,0
2104,2136,101907139,CYPRESS-FAIRBAN,BIRKES ELEM.,3,INDEPENDENT,8500 QUEENSTON BLVD,HOUSTON,77095,17.0,174.0,122.0,73.0,"8500 QUEENSTON BLVD HOUSTON,TX 77095",29.9044445,-95.6687209,386.0,50.51813471502591,SE,2497,1
1384,1402,61901122,DENTON ISD,BLANTON ELEM.,3,INDEPENDENT,9501 STACEE LN,ARGYLE,76266,9.0,88.0,61.0,38.0,"9501 STACEE LN ARGYLE,TX 76266",33.1143333,-97.1240764,196.0,50.51020408163265,NE,2834,0
1407,1428,61902122,LEWISVILLE ISD,HERITAGE ELEM.,3,INDEPENDENT,100 BARNETT BLVD,HIGHLAND VILLAGE,75077-3176,11.0,86.0,63.0,36.0,"100 BARNETT BLVD HIGHLAND VILLAGE,TX 75077-3176",33.0783005,-97.0723417,196.0,50.51020408163265,NE,1618,1
1648,1674,71907101,CANUTILLO ISD,CANUTILLO ELEM.,3,INDEPENDENT,651 CANUTILLO AVE,CANUTILLO,79835-0100,6.0,43.0,30.0,20.0,"651 CANUTILLO AVE CANUTILLO,TX 79835-0100",31.9122664,-106.5942642,99.0,50.505050505050505,NW,1931,1
2425,2458,101915125,KLEIN ISD,FRANK ELEM.,3,INDEPENDENT,9225 CRESCENT CLOVER DR,KLEIN,77379,4.0,99.0,68.0,37.0,"9225 CRESCENT CLOVER DR KLEIN,TX 77379",30.059867200000003,-95.5665684,208.0,50.48076923076923,SE,3199,1
3410,3452,178904157,CORPUS CHRISTI,FAYE WEBB ELEM.,3,INDEPENDENT,6953 BOARDWALK AVE,CORPUS CHRISTI,78414,10.0,93.0,68.0,37.0,"6953 BOARDWALK AVE CORPUS CHRISTI,TX 78414",27.672725800000002,-97.3818903,208.0,50.48076923076923,SE,1276,1
464,469,20901117,ALVIN ISD,SHIRLEY DILL BR,3,INDEPENDENT,2910 HALF MOON BAY DR,PEARLAND,77584,25.0,130.0,97.0,61.0,"2910 HALF MOON BAY DR PEARLAND,TX 77584",29.556719399999995,-95.4084588,313.0,50.47923322683706,SE,4759,1
1401,1422,61902116,LEWISVILLE ISD,CREEKSIDE ELEM.,3,INDEPENDENT,901 VALLEY VIEW DR,LEWISVILLE,75067-6141,9.0,43.0,32.0,21.0,"901 VALLEY VIEW DR LEWISVILLE,TX 75067-6141",33.0138703,-97.0068946,105.0,50.476190476190474,NE,1907,1
1299,1316,57914133,MESQUITE ISD,DR. LINDA HENRI,3,INDEPENDENT,253 W LAWSON RD,DALLAS,75253,6.0,98.0,72.0,34.0,"253 W LAWSON RD DALLAS,TX 75253",32.700118800000006,-96.5758457,210.0,50.476190476190474,NE,4827,0
1983,2015,101858007,HARMONY SCHOOL,HARMONY SCHOOL,3,CHARTER,16209 KEITH HARROW BLVD,HOUSTON,77084,13.0,92.0,64.0,43.0,"16209 KEITH HARROW BLVD HOUSTON,TX 77084",29.848024,-95.643874,212.0,50.471698113207545,SE,1774,1
3725,3771,220901154,ARLINGTON ISD,PEARCY ELEM.,3,INDEPENDENT,601 E HARRIS RD,ARLINGTON,76002,5.0,48.0,34.0,20.0,"601 E HARRIS RD ARLINGTON,TX 76002",32.6270735,-97.1027807,107.0,50.467289719626166,NE,2896,1
1323,1340,57916125,RICHARDSON ISD,PRESTONWOOD ELE,3,INDEPENDENT,6525 LA COSA,DALLAS,75248-4107,8.0,47.0,36.0,20.0,"6525 LA COSA DALLAS,TX 75248-4107",32.960184399999996,-96.79508100000001,111.0,50.450450450450454,NE,4624,1
2361,2394,101914102,KATY ISD,KATY ELEM.,3,INDEPENDENT,5726 GEORGE BUSH AVE,KATY,77493-1999,12.0,103.0,73.0,44.0,"5726 GEORGE BUSH AVE KATY,TX 77493-1999",29.791262,-95.8224456,232.0,50.43103448275862,SE,3467,1
1927,1957,95901101,ABERNATHY ISD,ABERNATHY ELEM.,3,INDEPENDENT,505 7TH ST,ABERNATHY,79311-3318,8.0,52.0,39.0,22.0,"505 7TH ST ABERNATHY,TX 79311-3318",33.8303053,-101.8442634,121.0,50.413223140495866,NW,596,0
388,393,15915224,NORTHSIDE ISD,MORA ELEM.,3,INDEPENDENT,1520 AMERICAN LOTUS,SAN ANTONIO,78245,3.0,58.0,39.0,23.0,"1520 AMERICAN LOTUS SAN ANTONIO,TX 78245",29.4166845,-98.72789909999999,123.0,50.40650406504065,SE,1322,1
2436,2469,101916105,LA PORTE ISD,COLLEGE PARK EL,3,INDEPENDENT,4315 LUELLA,DEER PARK,77536-6464,6.0,58.0,44.0,21.0,"4315 LUELLA DEER PARK,TX 77536-6464",29.67234029999999,-95.1117779,129.0,50.3875968992248,SE,2231,1
2921,2957,126901101,ALVARADO ISD,ALVARADO ELEM.-,3,INDEPENDENT,1000 E DAVIS,ALVARADO,76009-0387,4.0,60.0,43.0,22.0,"1000 E DAVIS ALVARADO,TX 76009-0387",32.4027655,-97.199093,129.0,50.3875968992248,NE,1671,0
860,872,46902102,COMAL ISD,GARDEN RIDGE EL,3,INDEPENDENT,9401 MUNICIPAL PKWY,GARDEN RIDGE,78266,14.0,119.0,83.0,52.0,"9401 MUNICIPAL PKWY GARDEN RIDGE,TX 78266",29.640477899999997,-98.3009902,268.0,50.37313432835821,SE,299,0
2945,2981,126905105,JOSHUA ISD,PLUM CREEK ELEM,3,INDEPENDENT,500 PLUM ST,JOSHUA,76058-5725,4.0,67.0,46.0,26.0,"500 PLUM ST JOSHUA,TX 76058-5725",32.44412459999999,-97.3822152,143.0,50.34965034965035,NE,4821,1
1070,1086,57905180,DALLAS ISD,B.H. MACON ELEM,3,INDEPENDENT,650 HOLCOMB RD,DALLAS,75217-4409,11.0,61.0,49.0,24.0,"650 HOLCOMB RD DALLAS,TX 75217-4409",32.722246999999996,-96.67295500000002,145.0,50.3448275862069,NE,500,1
4200,4256,227907108,MANOR ISD,PIONEER CROSSIN,3,INDEPENDENT,11300 SAMSUNG BLVD,AUSTIN,78754,8.0,65.0,44.0,30.0,"11300 SAMSUNG BLVD AUSTIN,TX 78754",30.362077199999998,-97.6399776,147.0,50.34013605442177,SE,658,1
511,516,21901110,COLLEGE STATION,GREENS PRAIRIE,3,INDEPENDENT,4315 GREENS PRAIRIE TRAIL,COLLEGE STATION,77845,11.0,141.0,98.0,56.0,"4315 GREENS PRAIRIE TRAIL COLLEGE STATION,TX 77845",30.52042,-96.29200970000001,306.0,50.326797385620914,SE,1831,0
1168,1185,57909102,GARLAND ISD,BULLOCK ELEM.,3,INDEPENDENT,3909 EDGEWOOD DR,GARLAND,75042-6999,6.0,74.0,49.0,32.0,"3909 EDGEWOOD DR GARLAND,TX 75042-6999",32.914288,-96.690821,161.0,50.31055900621118,NE,4442,1
874,886,46902122,COMAL ISD,KINDER RANCH EL,3,INDEPENDENT,2035 KINDER PKWY,SAN ANTONIO,78260,8.0,76.0,52.0,33.0,"2035 KINDER PKWY SAN ANTONIO,TX 78260",29.725436900000002,-98.4556919,169.0,50.29585798816568,SE,4743,1
4490,4548,249906101,PARADISE ISD,PARADISE ELEM.,3,INDEPENDENT,338 SCHOOLHOUSE RD,PARADISE,76073-0646,6.0,79.0,58.0,28.0,"338 SCHOOLHOUSE RD PARADISE,TX 76073-0646",33.143917699999996,-97.6957673,171.0,50.292397660818715,NE,1818,0
2999,3035,133903109,KERRVILLE ISD,FRED H. TALLY E,3,INDEPENDENT,1840 GOAT CREEK PKWY,KERRVILLE,78028,7.0,80.0,56.0,32.0,"1840 GOAT CREEK PKWY KERRVILLE,TX 78028",30.07029799999999,-99.1768752,175.0,50.285714285714285,SW,2214,1
3753,3799,220902118,BIRDVILLE ISD,NORTH RIDGE ELE,3,INDEPENDENT,7331 HOLIDAY LN,NORTH RICHLAND HILLS,76180-2818,4.0,83.0,58.0,30.0,"7331 HOLIDAY LN NORTH RICHLAND HILLS,TX 76180-2818",32.8806927,-97.2217098,175.0,50.285714285714285,NE,3604,1
1750,1778,79907119,FORT BEND ISD,SUGAR MILL ELEM,3,INDEPENDENT,13707 JESS PIRTLE BLVD,SUGAR LAND,77498-9999,9.0,81.0,63.0,28.0,"13707 JESS PIRTLE BLVD SUGAR LAND,TX 77498-9999",29.6339312,-95.6249645,181.0,50.27624309392265,SE,3175,1
3545,3588,198903101,FRANKLIN ISD,ROLAND REYNOLDS,3,INDEPENDENT,317 N OWENSVILLE,FRANKLIN,77856-0909,7.0,89.0,66.0,31.0,"317 N OWENSVILLE FRANKLIN,TX 77856-0909",31.02819599999999,-96.48418050000001,193.0,50.259067357512954,SE,1883,0
989,1004,57903120,CARROLLTON-FARM,LAS COLINAS ELE,3,INDEPENDENT,2200 KINWEST PKWY,IRVING,75063-3429,12.0,93.0,62.0,44.0,"2200 KINWEST PKWY IRVING,TX 75063-3429",32.9158611,-96.9777093,211.0,50.23696682464455,NE,1503,1
3876,3923,220908101,MANSFIELD ISD,ALICE PONDER EL,3,INDEPENDENT,101 PLEASANT RIDGE DR,MANSFIELD,76063,16.0,90.0,62.0,45.0,"101 PLEASANT RIDGE DR MANSFIELD,TX 76063",32.5753702,-97.1429193,213.0,50.23474178403756,NE,3349,1
767,778,43907126,MCKINNEY ISD,LIZZIE NELL CUN,3,INDEPENDENT,1753 N RIDGE RD,MCKINNEY,75071,13.0,95.0,66.0,43.0,"1753 N RIDGE RD MCKINNEY,TX 75071",33.215199,-96.6985238,217.0,50.23041474654378,NE,3187,1
2413,2446,101915113,KLEIN ISD,KRAHN ELEM.,3,INDEPENDENT,9502 EDAY,KLEIN,77379-4315,9.0,108.0,80.0,38.0,"9502 EDAY KLEIN,TX 77379-4315",30.013370899999998,-95.5595348,235.0,50.212765957446805,SE,269,1
4466,4524,246913118,LEANDER ISD,RIVER PLACE ELE,3,INDEPENDENT,6500 SITIO DEL RIO BLVD,AUSTIN,78730,26.0,104.0,79.0,52.0,"6500 SITIO DEL RIO BLVD AUSTIN,TX 78730",30.3898214,-97.8452099,261.0,50.191570881226056,SE,3711,1
2787,2820,108913111,WESLACO ISD,MEMORIAL ELEM.,3,INDEPENDENT,1700 S BORDER,WESLACO,78596,15.0,137.0,103.0,50.0,"1700 S BORDER WESLACO,TX 78596",26.142479100000003,-97.999351,305.0,50.16393442622951,SE,403,1
4122,4176,227901132,AUSTIN ISD,REILLY ELEM.,3,INDEPENDENT,405 DENSON DR,AUSTIN,78752-4197,2.0,20.0,16.0,6.0,"405 DENSON DR AUSTIN,TX 78752-4197",30.3278826,-97.7198181,44.0,50.0,SE,3209,1
1049,1065,57905157,DALLAS ISD,JAMES S. HOGG E,3,INDEPENDENT,1144 N MADISON AVE,DALLAS,75208-4132,5.0,29.0,25.0,9.0,"1144 N MADISON AVE DALLAS,TX 75208-4132",32.756575,-96.8253035,68.0,50.0,NE,4840,1
720,731,43905116,FRISCO ISD,ISBELL ELEM.,3,INDEPENDENT,6000 MALTBY DR,FRISCO,75035-4837,11.0,104.0,72.0,43.0,"6000 MALTBY DR FRISCO,TX 75035-4837",33.127412899999996,-96.741287,230.0,50.0,NE,2419,1
1726,1754,79901121,LAMAR CISD,IRMA DRU HUTCHI,3,INDEPENDENT,3602 RANSOM RD,RICHMOND,77469-6413,8.0,98.0,64.0,42.0,"3602 RANSOM RD RICHMOND,TX 77469-6413",29.563794399999995,-95.719344,212.0,50.0,SE,2871,1
2395,2428,101914138,KATY ISD,KEIKO DAVIDSON,3,INDEPENDENT,26906 PINE MILL RANCH DR,KATY,77494,20.0,173.0,115.0,78.0,"26906 PINE MILL RANCH DR KATY,TX 77494",29.7268464,-95.8365454,386.0,50.0,SE,1322,1
947,961,57833003,EDUCATION CENTE,EDUCATION CENTE,3,CHARTER,201 N ERBY CAMPBELL BLVD,ROYSE CITY,75189,1.0,17.0,12.0,6.0,"201 N ERBY CAMPBELL BLVD ROYSE CITY,TX 75189",32.9737268,-96.3415932,36.0,50.0,NE,455,1
4142,4196,227901157,AUSTIN ISD,WINN ELEM.,3,INDEPENDENT,3500 SUSQUEHANNA LN,AUSTIN,78723-2899,6.0,18.0,15.0,9.0,"3500 SUSQUEHANNA LN AUSTIN,TX 78723-2899",30.3148825,-97.6649793,48.0,50.0,SE,4958,1
3241,3281,166902101,GAUSE ISD,GAUSE ELEM.,3,INDEPENDENT,400 COLLEGE,GAUSE,77857-7334,0.0,14.0,10.0,4.0,"400 COLLEGE GAUSE,TX 77857-7334",30.786975199999997,-96.7273647,28.0,50.0,SE,2951,0
950,964,57835102,GOLDEN RULE CHA,GOLDEN RULE DES,3,CHARTER,135 W WINTERGREEN RD,DESOTO,75115,1.0,11.0,8.0,4.0,"135 W WINTERGREEN RD DESOTO,TX 75115",32.6189884,-96.85834940000001,24.0,50.0,NE,1777,1
1690,1716,72910101,MORGAN MILL ISD,MORGAN MILL ELE,3,INDEPENDENT,295 E FM 1188,MORGAN MILL,76465,0.0,7.0,4.0,3.0,"295 E FM 1188 MORGAN MILL,TX 76465",32.389629,-98.1650335,14.0,50.0,NE,4976,0
3898,3945,220908126,MANSFIELD ISD,NANCY NEAL ELEM,3,INDEPENDENT,280 NELSON WYATT RD,MANSFIELD,76063,8.0,76.0,54.0,30.0,"280 NELSON WYATT RD MANSFIELD,TX 76063",32.6022554,-97.16730150000001,168.0,50.0,NE,3343,1
3161,3201,161807012,HARMONY SCIENCE,HARMONY SCHOOL,3,CHARTER,701 S INDUSTRIAL BLVD STE 105,EULESS,76040,13.0,92.0,62.0,43.0,"701 S INDUSTRIAL BLVD STE 105 EULESS,TX 76040",32.8280239,-97.0977536,210.0,50.0,NE,4100,1
3284,3326,170902124,CONROE ISD,REAVES ELEM.,3,INDEPENDENT,1717 N LOOP 336 W,CONROE,77304-3509,12.0,110.0,79.0,43.0,"1717 N LOOP 336 W CONROE,TX 77304-3509",30.3309468,-95.484499,244.0,50.0,SE,1037,1
3539,3582,196901102,AUSTWELL-TIVOLI,AUSTWELL-TIVOLI,3,INDEPENDENT,207 REDFISH ST,TIVOLI,77990-4500,1.0,6.0,4.0,3.0,"207 REDFISH ST TIVOLI,TX 77990-4500",28.457142600000005,-96.8917422,14.0,50.0,SE,2168,0
3971,4018,221801023,TEXAS COLLEGE P,CARROLLTON CLAS,3,CHARTER,2400 N JOSEY LN,CARROLLTON,75006,9.0,35.0,28.0,16.0,"2400 N JOSEY LN CARROLLTON,TX 75006",32.9801621,-96.88930690000001,88.0,50.0,NE,3947,1
3878,3925,220908105,MANSFIELD ISD,J.L. BOREN ELEM,3,INDEPENDENT,1401 COUNTRY CLUB DR,MANSFIELD,76063,9.0,94.0,69.0,34.0,"1401 COUNTRY CLUB DR MANSFIELD,TX 76063",32.591476799999995,-97.1162887,206.0,50.0,NE,1456,1
2654,2687,108904103,EDINBURG CISD,HARGILL ELEM.,3,INDEPENDENT,13394 4TH ST,HARGILL,78549,1.0,58.0,38.0,21.0,"13394 4TH ST HARGILL,TX 78549",26.446089100000002,-98.0155167,118.0,50.0,SE,4790,0
2855,2889,116909101,WOLFE CITY ISD,WOLFE CITY ELEM,3,INDEPENDENT,505 W DALLAS ST,WOLFE CITY,75496-0607,1.0,36.0,25.0,12.0,"505 W DALLAS ST WOLFE CITY,TX 75496-0607",33.3676337,-96.0755586,74.0,50.0,NE,2260,0
3435,3477,182901001,GORDON ISD,GORDON SCHOOL,3,INDEPENDENT,112 RUSK,GORDON,76453-9999,0.0,12.0,9.0,3.0,"112 RUSK GORDON,TX 76453-9999",32.5513945,-98.3663809,24.0,50.0,NE,1197,0
2918,2953,125902101,BEN BOLT-PALITO,BEN BOLT-PALITO,3,INDEPENDENT,401 WHITNEY DR,BEN BOLT,78342,4.0,24.0,21.0,7.0,"401 WHITNEY DR BEN BOLT,TX 78342",27.649004499999997,-98.0806933,56.0,50.0,SE,1979,0
2796,2829,108916104,VALLEY VIEW ISD,WILBUR E. LUCAS,3,INDEPENDENT,9701 S JACKSON RD,PHARR,78577,3.0,50.0,33.0,20.0,"9701 S JACKSON RD PHARR,TX 78577",26.1084419,-98.21712679999999,106.0,50.0,SE,2526,0
1325,1342,57916127,RICHARDSON ISD,DARTMOUTH ELEM.,3,INDEPENDENT,417 DARTMOUTH LN,RICHARDSON,75081-3299,5.0,40.0,28.0,17.0,"417 DARTMOUTH LN RICHARDSON,TX 75081-3299",32.9539905,-96.6890417,90.0,50.0,NE,773,1
2741,2774,108909125,PHARR-SAN JUAN-,VIDA N. CLOVER,3,INDEPENDENT,800 E CARROL ST,SAN JUAN,78589,14.0,54.0,41.0,27.0,"800 E CARROL ST SAN JUAN,TX 78589",26.190895,-98.1421942,136.0,50.0,SE,4836,1
1938,1968,96905001,TURKEY-QUITAQUE,VALLEY SCHOOL,3,INDEPENDENT,11826 HWY 86,TURKEY,79261-0397,1.0,9.0,7.0,3.0,"11826 HWY 86 TURKEY,TX 79261-0397",34.37041370000001,-100.9850565,20.0,50.0,NW,420,0
1909,1939,93905101,RICHARDS ISD,RICHARDS ELEM.,3,INDEPENDENT,9477 PANTHER DR,RICHARDS,77873-0308,0.0,12.0,9.0,3.0,"9477 PANTHER DR RICHARDS,TX 77873-0308",30.538959000000002,-95.8426452,24.0,50.0,SE,194,0
3480,3523,188901102,AMARILLO ISD,BELMAR ELEM.,3,INDEPENDENT,6324 ADIRONDACK,AMARILLO,79106-2636,8.0,49.0,35.0,22.0,"6324 ADIRONDACK AMARILLO,TX 79106-2636",35.184043100000004,-101.9127618,114.0,50.0,NW,4936,1
3923,3970,220916107,HURST-EULESS-BE,SHADY OAKS ELEM,3,INDEPENDENT,1400 CAVENDER DR,HURST,76053-4004,5.0,29.0,21.0,13.0,"1400 CAVENDER DR HURST,TX 76053-4004",32.837125,-97.173386,68.0,50.0,NE,2957,1
3494,3537,188901120,AMARILLO ISD,OLSEN PARK ELEM,3,INDEPENDENT,2409 ANNA,AMARILLO,79106-4745,6.0,66.0,44.0,28.0,"2409 ANNA AMARILLO,TX 79106-4745",35.186373700000004,-101.8946526,144.0,50.0,NW,1961,1
2304,2337,101912292,HOUSTON ISD,CARRILLO ELEM.,3,INDEPENDENT,960 S WAYSIDE DR,HOUSTON,77023-3412,9.0,32.0,25.0,16.0,"960 S WAYSIDE DR HOUSTON,TX 77023-3412",29.728374300000002,-95.3107776,82.0,50.0,SE,4145,1
3614,3658,212804103,UT TYLER UNIVER,UT TYLER UNIVER,3,CHARTER,100 UNIVERSITY BLVD,PALESTINE,75801,1.0,12.0,8.0,5.0,"100 UNIVERSITY BLVD PALESTINE,TX 75801",31.770140100000003,-95.65835329999999,26.0,50.0,NE,1724,1
2306,2339,101912297,HOUSTON ISD,DAVILA ELEM.,3,INDEPENDENT,7610 DAHLIA ST,HOUSTON,77012-3000,4.0,31.0,22.0,13.0,"7610 DAHLIA ST HOUSTON,TX 77012-3000",29.713973,-95.284943,70.0,50.0,SE,4197,1
3003,3039,135001001,GUTHRIE CSD,GUTHRIE SCHOOL,3,COMMON,301 JAGUAR LN,GUTHRIE,79236-0070,0.0,7.0,4.0,3.0,"301 JAGUAR LN GUTHRIE,TX 79236-0070",33.623486799999995,-100.3243196,14.0,50.0,NW,1336,0
