CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,Zipcode,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
101912382,HOUSTON ISD,REAGAN K-8 EDUC,5,INDEPENDENT,4842 ANDERSON RD,HOUSTON,77053,47,72,33,19
101912383,HOUSTON ISD,DEANDA ELEM.,5,INDEPENDENT,7980 ALMEDA GENOA RD,HOUSTON,77075,5,94,82,68
101912389,HOUSTON ISD,KETELSEN ELEM.,5,INDEPENDENT,600 QUITMAN,HOUSTON,77009,8,68,56,39
101912394,HOUSTON ISD,NEFF ELEM.,5,INDEPENDENT,8301 NEFF ST,HOUSTON,77036,36,134,85,55
101912395,HOUSTON ISD,HINES-CALDWELL,5,INDEPENDENT,5515 W OREM,HOUSTON,77085,22,104,77,45
101912396,HOUSTON ISD,RAY DAILY ELEM.,5,INDEPENDENT,12909 BRIAR FOREST,HOUSTON,77077,15,99,69,54
101912460,HOUSTON ISD,MANDARIN IMMERS,5,INDEPENDENT,5445 W ALABAMA,HOUSTON,77056,2,74,70,58
101912473,HOUSTON ISD,HILLIARD ELEM.,5,INDEPENDENT,8115 E HOUSTON RD,HOUSTON,77028,36,37,22,9
101912475,HOUSTON ISD,ELMORE ELEM.,5,INDEPENDENT,8200 TATE ST,HOUSTON,77028,32,80,42,20
101912479,HOUSTON ISD,SHADYDALE ELEM.,5,INDEPENDENT,5905 TIDWELL RD,HOUSTON,77016,24,109,72,41
101912480,HOUSTON ISD,MARSHALL ELEM.,5,INDEPENDENT,6200 WINFIELD RD,HOUSTON,77050,60,96,51,30
101912483,HOUSTON ISD,MARK WHITE ELEM,5,INDEPENDENT,2515 OLD FARM RD,HOUSTON,77063,15,60,42,28
101913101,HUMBLE ISD,HUMBLE ELEM.,5,INDEPENDENT,20252 FIELDTREE DR,HUMBLE,77338,24,67,40,20
101913102,HUMBLE ISD,LAKELAND ELEM.,5,INDEPENDENT,1500 MONTGOMERY LN,HUMBLE,77338,43,75,28,10
101913103,HUMBLE ISD,NORTH BELT ELEM,5,INDEPENDENT,8105 N BELT DR,HUMBLE,77396,48,56,19,10
101913104,HUMBLE ISD,FOSTER ELEM.,5,INDEPENDENT,1800 TRAILWOOD VILLAGE DR,KINGWOOD,77339,14,63,39,28
101913105,HUMBLE ISD,WOODLAND HILLS,5,INDEPENDENT,2222 TREE LN,KINGWOOD,77339,21,91,61,36
101913106,HUMBLE ISD,BEAR BRANCH ELE,5,INDEPENDENT,3500 GARDEN LK,KINGWOOD,77339,3,113,90,67
101913107,HUMBLE ISD,ELM GROVE ELEM.,5,INDEPENDENT,2815 CLEAR RDG DR,KINGWOOD,77339,16,66,43,28
101913108,HUMBLE ISD,OAKS ELEM.,5,INDEPENDENT,5858 UPPER LK DR,HUMBLE,77346,21,81,58,35
101913109,HUMBLE ISD,GREENTREE ELEM.,5,INDEPENDENT,3502 BROOKSHADOW DR,KINGWOOD,77345,9,138,101,66
101913110,HUMBLE ISD,TIMBERS ELEM.,5,INDEPENDENT,6910 LONESOME WOODS TRL,HUMBLE,77346,12,94,64,41
101913111,HUMBLE ISD,PINEFOREST ELEM,5,INDEPENDENT,19702 W LK HOUSTON PKY,HUMBLE,77346,19,82,50,28
101913112,HUMBLE ISD,DEERWOOD ELEM.,5,INDEPENDENT,2920 FOREST GARDEN DR,KINGWOOD,77345,6,93,66,52
101913113,HUMBLE ISD,WILLOW CREEK EL,5,INDEPENDENT,2002 WILLOW TER,KINGWOOD,77345,0,95,89,76
101913114,HUMBLE ISD,HIDDEN HOLLOW E,5,INDEPENDENT,4104 APPALACHIAN TRL,KINGWOOD,77345,9,72,56,26
101913115,HUMBLE ISD,WHISPERING PINE,5,INDEPENDENT,17321 WOODLAND HILLS DR,HUMBLE,77346,58,57,20,9
101913116,HUMBLE ISD,SHADOW FOREST E,5,INDEPENDENT,2300 MILLS BRANCH DR,KINGWOOD,77345,9,96,79,57
101913117,HUMBLE ISD,JACK M. FIELDS,5,INDEPENDENT,2505 S HOUSTON AVE,HUMBLE,77396,23,52,29,14
101913118,HUMBLE ISD,OAK FOREST ELEM,5,INDEPENDENT,6400 KINGWOOD GLEN,HUMBLE,77346,15,120,81,53
101913119,HUMBLE ISD,MAPLEBROOK ELEM,5,INDEPENDENT,7935 FARMINGHAM RD,HUMBLE,77346,14,101,71,45
101913120,HUMBLE ISD,SUMMERWOOD ELEM,5,INDEPENDENT,14000 SUMMERWOOD LAKES DR,HOUSTON,77044,24,97,51,34
101913121,HUMBLE ISD,EAGLE SPRINGS E,5,INDEPENDENT,12500 WILL CLAYTON PKWY,HUMBLE,77346,17,117,89,69
101913122,HUMBLE ISD,PARK LAKES ELEM,5,INDEPENDENT,4400 WILSON RD,HUMBLE,77396,23,77,48,23
101913123,HUMBLE ISD,RIVER PINES ELE,5,INDEPENDENT,2400 COLD RIVER DR,HUMBLE,77338,43,91,42,17
101913124,HUMBLE ISD,FALL CREEK ELEM,5,INDEPENDENT,14435 MESA RD,HUMBLE,77396,17,152,112,93
101913125,HUMBLE ISD,LAKESHORE ELEM.,5,INDEPENDENT,13333 BREAKWATER PATH LN,HOUSTON,77044,27,153,91,52
101913126,HUMBLE ISD,ATASCOCITA SPRI,5,INDEPENDENT,13515 VALLEY LODGE PKWY,HUMBLE,77346,15,181,137,95
101913127,HUMBLE ISD,RIDGE CREEK ELE,5,INDEPENDENT,15201 WOODLAND HILLS DR,HUMBLE,77396,35,103,64,36
101913128,HUMBLE ISD,GROVES ELEM.,5,INDEPENDENT,11902 MADERA RUN PKWY,HUMBLE,77346,6,103,72,53
101914101,KATY ISD,MAURICE L. WOLF,5,INDEPENDENT,502 ADDICKS-HOWELL RD,HOUSTON,77079,12,46,27,13
101914102,KATY ISD,KATY ELEM.,5,INDEPENDENT,5726 GEORGE BUSH AVE,KATY,77493,7,123,114,83
101914103,KATY ISD,WEST MEMORIAL E,5,INDEPENDENT,22605 PROVINCIAL BLVD,KATY,77450,21,117,84,61
101914104,KATY ISD,MEMORIAL PARKWA,5,INDEPENDENT,21603 PARK TREE LN,KATY,77450,14,97,61,33
101914105,KATY ISD,ZELMA HUTSELL E,5,INDEPENDENT,5360 FRANZ RD,KATY,77493,24,109,58,34
101914106,KATY ISD,BEAR CREEK ELEM,5,INDEPENDENT,4815 HICKORY DOWNS DR,HOUSTON,77084,23,71,33,19
101914107,KATY ISD,CIMARRON ELEM.,5,INDEPENDENT,1100 S PEEK RD,KATY,77494,26,85,51,26
101914108,KATY ISD,DIANE WINBORN E,5,INDEPENDENT,22555 PRINCE GEORGE,KATY,77449,9,102,64,35
101914109,KATY ISD,NOTTINGHAM COUN,5,INDEPENDENT,20500 KINGSLAND BLVD,KATY,77450,17,111,81,54
101914110,KATY ISD,SUNDOWN ELEM.,5,INDEPENDENT,20100 SAUMS RD,KATY,77449,11,106,81,63
101914111,KATY ISD,MAYDE CREEK ELE,5,INDEPENDENT,2698 GREENHOUSE RD,HOUSTON,77084,16,113,67,42
101914112,KATY ISD,HAZEL S. PATTIS,5,INDEPENDENT,19910 STONELODGE,KATY,77450,4,175,170,130
101914113,KATY ISD,LORAINE T. GOLB,5,INDEPENDENT,3535 LAKES OF BRIDGEWATER DR,KATY,77449,14,99,67,40
101914114,KATY ISD,EDNA MAE FIELDE,5,INDEPENDENT,2100 GREENWAY VILLAGE DR,KATY,77494,14,130,98,61
101914115,KATY ISD,JEANETTE HAYES,5,INDEPENDENT,21203 PARK TIMBERS,KATY,77450,3,117,91,77
101914116,KATY ISD,MCROBERTS ELEM.,5,INDEPENDENT,3535 N FRY RD,KATY,77449,12,97,62,39
101914117,KATY ISD,ROOSEVELT ALEXA,5,INDEPENDENT,6161 S FRY RD,KATY,77494,5,166,140,116
101914118,KATY ISD,JAMES E. WILLIA,5,INDEPENDENT,3900 S PEEK RD,KATY,77450,12,124,100,78
101914119,KATY ISD,SUE CREECH ELEM,5,INDEPENDENT,5905 S MASON RD,KATY,77450,10,140,106,78
101914120,KATY ISD,ROBERT KING ELE,5,INDEPENDENT,1901 CHARLTON HOUSE LN,KATY,77493,17,102,61,31
101914121,KATY ISD,JEAN AND BETTY,5,INDEPENDENT,18605 GREEN LAND WAY,HOUSTON,77084,35,156,113,63
101914122,KATY ISD,ODESSA KILPATRI,5,INDEPENDENT,26100 CINCO RANCH BLVD,KATY,77494,5,168,155,134
101914123,KATY ISD,ROBERTA WRIGHT,5,INDEPENDENT,24831 WESTHEIMER PKWY,KATY,77494,14,190,150,106
101914124,KATY ISD,JOELLA EXLEY EL,5,INDEPENDENT,21800 WESTHEIMER PKWY,KATY,77494,11,145,118,92
101914125,KATY ISD,JACK AND SHARON,5,INDEPENDENT,19711 CLAY RD,KATY,77449,16,158,118,82
101914126,KATY ISD,FRANZ ELEM.,5,INDEPENDENT,2751 N WESTGREEN BLVD,KATY,77449,13,147,96,58
101914127,KATY ISD,GRIFFIN ELEM.,5,INDEPENDENT,7800 S FRY RD,KATY,77494,2,154,130,104
101914128,KATY ISD,URSULA STEPHENS,5,INDEPENDENT,2715 FRY RD,KATY,77494,16,98,64,40
101914129,KATY ISD,WOODCREEK ELEM.,5,INDEPENDENT,1155 WOODCREEK BEND LN,KATY,77494,3,204,177,144
101914130,KATY ISD,MORTON RANCH EL,5,INDEPENDENT,2502 MASON RD,KATY,77449,16,112,67,35
101914131,KATY ISD,BONNIE HOLLAND,5,INDEPENDENT,23720 SEVEN MEADOW PKWY,KATY,77449,11,214,179,136
101914132,KATY ISD,STANLEY C. STAN,5,INDEPENDENT,26633 CINCO TERRACE DR,KATY,77494,0,159,148,126
101914133,KATY ISD,TOM WILSON ELEM,5,INDEPENDENT,5200 FALCON LANDING BLVD,KATY,77494,5,183,166,133
101914134,KATY ISD,RAY AND JAMIE W,5,INDEPENDENT,28727 N FIRETHORNE RD,KATY,77494,0,142,130,109
101914137,KATY ISD,FRED AND PATTI,5,INDEPENDENT,5150 RANCH POINT DR,KATY,77494,3,183,165,135
101914138,KATY ISD,KEIKO DAVIDSON,5,INDEPENDENT,26906 PINE MILL RANCH DR,KATY,77494,11,188,151,122
101914139,KATY ISD,JAMES E. RANDOL,5,INDEPENDENT,5303 FLEWELLEN OAKS LN,FULSHEAR,77441,4,191,176,138
101914140,KATY ISD,JENKS ELEM.,5,INDEPENDENT,27602 WESTRIDGE CREEK LN,KATY,77494,4,171,146,113
101914141,KATY ISD,BETHKE ELEM.,5,INDEPENDENT,4535 E VENTANA PKWY,KATY,77493,19,195,127,74
101914142,KATY ISD,BRYANT ELEM.,5,INDEPENDENT,29801 KINGSLAND BLVD,BROOKSHIRE,77423,7,135,103,69
101914143,KATY ISD,CAMPBELL ELEM.,5,INDEPENDENT,3701 CROSS CREEK BEND LN,KATY,77441,5,90,75,59
101915101,KLEIN ISD,KOHRVILLE ELEM.,5,INDEPENDENT,11600 WOODLAND SHORE DR,TOMBALL,77375,11,108,68,40
101915102,KLEIN ISD,NORTHAMPTON ELE,5,INDEPENDENT,6404 ROOT RD,SPRING,77389,13,85,57,30
101915103,KLEIN ISD,HAUDE ELEM.,5,INDEPENDENT,3111 LOUETTA,SPRING,77388,9,107,84,57
101915104,KLEIN ISD,GREENWOOD FORES,5,INDEPENDENT,12100 MISTY VLY,HOUSTON,77066,32,98,45,29
101915105,KLEIN ISD,EPPS ISLAND ELE,5,INDEPENDENT,7403 SMILING WOOD LN,HOUSTON,77086,11,94,60,35
101915106,KLEIN ISD,THEISS ELEM.,5,INDEPENDENT,17510 THEISS MAIL RD,KLEIN,77379,6,119,108,97
101915107,KLEIN ISD,BENFER ELEM.,5,INDEPENDENT,18027B KUYKENDAHL RD,KLEIN,77379,18,123,79,52
101915108,KLEIN ISD,KAISER ELEM.,5,INDEPENDENT,13430 BAMMEL-N HOUSTON RD,HOUSTON,77066,23,101,53,23
101915109,KLEIN ISD,BRILL ELEM.,5,INDEPENDENT,9102 HERTS RD,KLEIN,77379,0,101,87,58
101915110,KLEIN ISD,EHRHARDT ELEM.,5,INDEPENDENT,6603 ROSEBROOK LN,KLEIN,77379,13,92,63,41
101915111,KLEIN ISD,LEMM ELEM.,5,INDEPENDENT,19034 JOANLEIGH DR,SPRING,77388,25,97,59,37
101915112,KLEIN ISD,NITSCH ELEM.,5,INDEPENDENT,4702 W MOUNT HOUSTON,HOUSTON,77088,36,84,43,20
101915113,KLEIN ISD,KRAHN ELEM.,5,INDEPENDENT,9502 EDAY,KLEIN,77379,9,124,106,79
101915114,KLEIN ISD,ROTH ELEM.,5,INDEPENDENT,21623 CASTLEMONT,SPRING,77388,17,93,68,48
101915115,KLEIN ISD,KUEHNLE ELEM.,5,INDEPENDENT,5510 WINDING RDG DR,KLEIN,77379,5,144,109,75
101915116,KLEIN ISD,MITTELSTADT ELE,5,INDEPENDENT,7525 KLEINGREEN LN,KLEIN,77379,23,121,81,51
101915117,KLEIN ISD,KLENK ELEM.,5,INDEPENDENT,6111 BOURGEOIS RD,HOUSTON,77066,35,130,87,55
101915118,KLEIN ISD,EILAND ELEM.,5,INDEPENDENT,6700 N KLEIN CIR DR,HOUSTON,77088,9,80,59,43
101915119,KLEIN ISD,SCHULTZ ELEM.,5,INDEPENDENT,7920 WILLOW FOREST,TOMBALL,77375,23,78,53,34
101915120,KLEIN ISD,HASSLER ELEM.,5,INDEPENDENT,9325 LOCHLEA RDG DR,KLEIN,77379,4,158,131,94
101915121,KLEIN ISD,KREINHOP ELEM.,5,INDEPENDENT,21010 ELLA BLVD,SPRING,77388,9,150,102,68
101915122,KLEIN ISD,MCDOUGLE ELEM.,5,INDEPENDENT,10410 KANSACK LN,HOUSTON,77086,13,100,70,46
101915123,KLEIN ISD,METZLER ELEM.,5,INDEPENDENT,8500 W RAYFORD RD,SPRING,77389,5,126,102,75
101915124,KLEIN ISD,BENIGNUS ELEM.,5,INDEPENDENT,7225 ALVIN A KLEIN DR,KLEIN,77379,4,104,91,74
101915125,KLEIN ISD,FRANK ELEM.,5,INDEPENDENT,9225 CRESCENT CLOVER DR,KLEIN,77379,5,98,76,60
101915126,KLEIN ISD,MUELLER ELEM.,5,INDEPENDENT,7074 FM 2920,KLEIN,77379,15,136,103,69
101915127,KLEIN ISD,BLACKSHEAR ELEM,5,INDEPENDENT,11211 LACEY RD,TOMBALL,77375,22,150,106,54
101915128,KLEIN ISD,ZWINK ELEM.,5,INDEPENDENT,22200 FRASSATI WAY,SPRING,77389,11,175,130,79
101915129,KLEIN ISD,BERNSHAUSEN ELE,5,INDEPENDENT,11116 MAHAFFEY,TOMBALL,77375,31,132,83,48
101915131,KLEIN ISD,FRENCH ELEM.,5,INDEPENDENT,5802 W RAYFORD RD,SPRING,77389,2,143,121,94
101915132,KLEIN ISD,MAHAFFEY ELEM.,5,INDEPENDENT,10255 MAHAFFEY RD,TOMBALL,77375,10,120,91,66
101916101,LA PORTE ISD,JENNIE REID ELE,5,INDEPENDENT,10001 W FAIRMONT PKWY,LA PORTE,77571,5,75,52,33
101916102,LA PORTE ISD,HERITAGE ELEM.,5,INDEPENDENT,4301 E BLVD,DEER PARK,77536,5,64,45,29
101916103,LA PORTE ISD,LA PORTE ELEM.,5,INDEPENDENT,725 S BROADWAY,LA PORTE,77571,3,83,65,37
101916104,LA PORTE ISD,BAYSHORE ELEM.,5,INDEPENDENT,800 MCCABLE RD,LA PORTE,77571,2,68,45,28
101916105,LA PORTE ISD,COLLEGE PARK EL,5,INDEPENDENT,4315 LUELLA,DEER PARK,77536,8,64,40,27
101916106,LA PORTE ISD,LOMAX ELEM.,5,INDEPENDENT,10615 N AVNEUE L,LA PORTE,77571,5,63,51,24
101916107,LA PORTE ISD,LEO A. RIZZUTO,5,INDEPENDENT,3201 N FARRINGTON BLVD,LA PORTE,77571,2,124,110,82
101917135,PASADENA ISD,MORRIS M.S.,5,INDEPENDENT,10415 FUQUA,HOUSTON,77089,37,360,250,144
101917136,PASADENA ISD,DE ZAVALA M.S.,5,INDEPENDENT,101 E JACKSON,PASADENA,77506,101,252,122,64
101917139,PASADENA ISD,CARTER LOMAX M.,5,INDEPENDENT,1519 GENOA RED BLUFF RD,PASADENA,77504,45,283,201,117
101917140,PASADENA ISD,MELILLO M.S.,5,INDEPENDENT,9220 HUGHES RD,HOUSTON,77089,46,295,208,118
101917141,PASADENA ISD,EARNESTEEN MILS,5,INDEPENDENT,338 GILPIN,HOUSTON,77034,85,315,188,100
101917142,PASADENA ISD,RICK SCHNEIDER,5,INDEPENDENT,8420 EASTHAVEN,HOUSTON,77075,128,238,101,49
101917143,PASADENA ISD,BOBBY SHAW M.S.,5,INDEPENDENT,1201 HOUSTON AVE,PASADENA,77502,88,260,119,53
101917144,PASADENA ISD,KELLER M.S.,5,INDEPENDENT,3102 SAN AUGUSTINE,PASADENA,77503,53,293,169,94
101917145,PASADENA ISD,MARSHALL KENDRI,5,INDEPENDENT,3001WATTERS RD,PASADENA,77504,123,258,123,55
101917146,PASADENA ISD,NELDA SULLIVAN,5,INDEPENDENT,1112 QUEENS RD,PASADENA,77075,80,202,108,51
101917147,PASADENA ISD,FRED ROBERTS M.,5,INDEPENDENT,13402CONKLIN LN,HOUSTON,77503,36,271,158,81
101919102,SPRING ISD,BAMMEL ELEM.,5,INDEPENDENT,17309 RED OAK DR,HOUSTON,77090,50,64,31,20
101919103,SPRING ISD,PONDEROSA ELEM.,5,INDEPENDENT,17202 BUTTE CREEK RD,HOUSTON,77090,26,73,45,26
101919104,SPRING ISD,JOHN WINSHIP EL,5,INDEPENDENT,2175 SPRING CREEK DR,SPRING,77373,15,80,45,20
101919105,SPRING ISD,PAT REYNOLDS EL,5,INDEPENDENT,3975 GLADERIDGE DR,HOUSTON,77068,33,90,52,27
101919106,SPRING ISD,MEYER ELEM.,5,INDEPENDENT,16330 FOREST WAY DR,HOUSTON,77090,32,78,42,20
101919107,SPRING ISD,MILDRED JENKINS,5,INDEPENDENT,4615 REYNALDO DR,SPRING,77373,43,66,31,9
101919108,SPRING ISD,PEARL M. HIRSCH,5,INDEPENDENT,2633 TRAILING VINE RD,SPRING,77373,41,65,28,13
101919109,SPRING ISD,ANDERSON ELEM.,5,INDEPENDENT,6218 LYNNGATE DR,SPRING,77373,29,74,41,20
101919110,SPRING ISD,JOAN LINK ELEM.,5,INDEPENDENT,2815 RIDGE HOLLOW DR,HOUSTON,77067,8,94,72,34
101919111,SPRING ISD,SMITH ELEM.,5,INDEPENDENT,26000 CYPRESSWOOD DR,SPRING,77373,23,81,52,32
101919112,SPRING ISD,BENEKE ELEM.,5,INDEPENDENT,3840 BRIARCHASE DR,HOUSTON,77014,12,102,68,45
101919114,SPRING ISD,DELORAS E. THOM,5,INDEPENDENT,12470 WALTERS RD,HOUSTON,77014,27,82,48,29
101919115,SPRING ISD,HERITAGE ELEM.,5,INDEPENDENT,12255 T C JESTER BLVD,HOUSTON,77067,21,67,42,21
101919116,SPRING ISD,CLARK INTERMEDI,5,INDEPENDENT,1825 RUSHWORTH DR,HOUSTON,77014,62,115,70,32
101919117,SPRING ISD,SALYERS ELEM.,5,INDEPENDENT,25705 HARDY ST,SPRING,77373,41,39,16,6
101919119,SPRING ISD,CHET BURCHETT E,5,INDEPENDENT,3366 JAMES LEO DR,SPRING,77373,22,108,74,49
101919120,SPRING ISD,MILTON COOPER E,5,INDEPENDENT,18665 IMPERIAL VLY  DR,HOUSTON,77073,10,111,71,37
101919121,SPRING ISD,GINGER MCNABB E,5,INDEPENDENT,743 E CYPRESSWOOD DR,SPRING,77373,13,76,55,39
101919122,SPRING ISD,NORTHGATE ELEM.,5,INDEPENDENT,23437 NORTHGATE CROSSING BLVD,HOUSTON,77373,10,122,91,62
101919123,SPRING ISD,DONNA LEWIS ELE,5,INDEPENDENT,3230 SPEARS RD,HOUSTON,77067,29,66,35,20
101919124,SPRING ISD,CAROLEE BOOKER,5,INDEPENDENT,22352 IMPERIAL VLY,HOUSTON,77373,33,113,68,42
101919125,SPRING ISD,HOYLAND ELEM.,5,INDEPENDENT,2200 WITTERSHAW DR,HOUSTON,77090,63,51,23,13
101919126,SPRING ISD,RALPH EICKENROH,5,INDEPENDENT,15252 GRAND POINT DR,HOUSTON,77090,34,57,25,10
101919127,SPRING ISD,HELEN MAJOR ELE,5,INDEPENDENT,16855 SUGAR PINE DR,HOUSTON,77090,33,68,27,14
101919128,SPRING ISD,GLORIA MARSHALL,5,INDEPENDENT,24505 BIRNAMWOOD DR,SPRING,77373,27,83,52,31
101920018,SPRING BRANCH I,SPRING BRANCH A,5,INDEPENDENT,14400 FERN,HOUSTON,77079,0,10,9,9
101920041,SPRING BRANCH I,LANDRUM M.S.,5,INDEPENDENT,2200 RIDGECREST,HOUSTON,77055,42,65,37,20
101920102,SPRING BRANCH I,BUNKER HILL ELE,5,INDEPENDENT,11950 TAYLORCREST,HOUSTON,77024,5,125,104,81
101920103,SPRING BRANCH I,EDGEWOOD ELEM.,5,INDEPENDENT,8757 KEMPWOOD DR,HOUSTON,77080,20,64,41,26
101920104,SPRING BRANCH I,FROSTWOOD ELEM.,5,INDEPENDENT,12214 MEMORIAL DR,HOUSTON,77024,1,135,131,108
101920105,SPRING BRANCH I,HOLLIBROOK ELEM,5,INDEPENDENT,3602 HOLLISTER,HOUSTON,77080,27,86,54,30
101920106,SPRING BRANCH I,HOUSMAN ELEM.,5,INDEPENDENT,6705 HOUSMAN ST,HOUSTON,77055,25,43,18,7
101920107,SPRING BRANCH I,HUNTERS CREEK E,5,INDEPENDENT,10650 BEINHORN,HOUSTON,77024,3,117,107,88
101920108,SPRING BRANCH I,MEADOW WOOD ELE,5,INDEPENDENT,14230 MEMORIAL DR,HOUSTON,77079,23,62,34,22
101920109,SPRING BRANCH I,MEMORIAL DRIVE,5,INDEPENDENT,11202 SMITHDALE,HOUSTON,77024,4,78,74,56
101920110,SPRING BRANCH I,PINE SHADOWS EL,5,INDEPENDENT,9900 NEUENS,HOUSTON,77080,38,71,42,21
101920111,SPRING BRANCH I,RIDGECREST ELEM,5,INDEPENDENT,2015 RIDGECREST,HOUSTON,77055,7,103,78,50
101920112,SPRING BRANCH I,RUMMEL CREEK EL,5,INDEPENDENT,625 BRITTMOORE,HOUSTON,77079,1,94,94,87
101920113,SPRING BRANCH I,SHADOW OAKS ELE,5,INDEPENDENT,1335 SHADOWDALE,HOUSTON,77043,43,65,27,13
101920114,SPRING BRANCH I,SPRING BRANCH E,5,INDEPENDENT,1700 CAMPBELL RD,HOUSTON,77080,45,43,15,7
101920115,SPRING BRANCH I,VALLEY OAKS ELE,5,INDEPENDENT,8390 WESTVIEW DR,HOUSTON,77055,8,109,95,76
101920116,SPRING BRANCH I,WESTWOOD ELEM.,5,INDEPENDENT,10595 HAMMERLY,HOUSTON,77043,41,47,22,11
101920117,SPRING BRANCH I,WOODVIEW ELEM.,5,INDEPENDENT,9749 CEDARDALE,HOUSTON,77055,35,54,27,13
101920118,SPRING BRANCH I,WILCHESTER ELEM,5,INDEPENDENT,13618 ST MARYS LN,HOUSTON,77079,2,141,128,113
101920119,SPRING BRANCH I,SHERWOOD ELEM.,5,INDEPENDENT,1700 SHERWOOD FOREST,HOUSTON,77043,19,54,33,19
101920120,SPRING BRANCH I,SPRING SHADOW E,5,INDEPENDENT,9725 KEMPWOOD DR,HOUSTON,77080,33,58,30,9
101920121,SPRING BRANCH I,NOTTINGHAM ELEM,5,INDEPENDENT,570 NOTTINGHAM OAKS TRAIL,HOUSTON,77079,11,62,48,37
101920122,SPRING BRANCH I,TERRACE ELEM.,5,INDEPENDENT,10400 ROTHBURY,HOUSTON,77043,14,36,23,10
101920123,SPRING BRANCH I,THORNWOOD ELEM.,5,INDEPENDENT,14400 FERN,HOUSTON,77079,26,39,21,11
101920124,SPRING BRANCH I,CEDAR BROOK ELE,5,INDEPENDENT,2121 OJEMAN RD,HOUSTON,77080,24,65,34,19
101920125,SPRING BRANCH I,TREASURE FOREST,5,INDEPENDENT,7635 AMELIA RD,HOUSTON,77055,36,41,14,5
101920126,SPRING BRANCH I,BUFFALO CREEK E,5,INDEPENDENT,2801 BLALOCK RD,HOUSTON,77080,23,67,38,26
101921105,TOMBALL ISD,TOMBALL INTERME,5,INDEPENDENT,723 W MAIN ST,TOMBALL,77375,37,321,248,181
101921109,TOMBALL ISD,NORTHPOINTE INT,5,INDEPENDENT,11855 NORTHPOINTE BLVD,TOMBALL,77377,24,360,301,222
101921112,TOMBALL ISD,CREEKSIDE FORES,5,INDEPENDENT,5949 CREEKSIDE FOREST DR,THE WOODLANDS,77389,1,94,93,85
101921113,TOMBALL ISD,TIMBER CREEK EL,5,INDEPENDENT,8455 CREEKSIDE GREEN DR,THE WOODLANDS,77389,0,94,83,61
101921115,TOMBALL ISD,CREEKVIEW ELEM.,5,INDEPENDENT,8877 W NEW HARMONY,THE WOODLANDS,77375,3,100,88,68
101921116,TOMBALL ISD,OAKCREST INTERM,5,INDEPENDENT,18202 SHAW RD,CYPRESS,77429,22,328,238,173
101924102,SHELDON ISD,ROYALWOOD ELEM.,5,INDEPENDENT,7715 ROYALWOOD DR,HOUSTON,77049,21,105,66,42
101924104,SHELDON ISD,L.E. MONAHAN EL,5,INDEPENDENT,8901 DEEP VALLEY DR,HOUSTON,77044,23,85,45,29
101924108,SHELDON ISD,SHELDON ELEM.,5,INDEPENDENT,17203 HALL SHEPPARD,HOUSTON,77049,24,121,71,39
101924109,SHELDON ISD,H.M. CARROLL EL,5,INDEPENDENT,10210 C E KING PKWY,HOUSTON,77044,46,149,90,59
101924111,SHELDON ISD,GARRETT ELEM.,5,INDEPENDENT,12017 GARRETT RD,HOUSTON,77044,64,79,36,9
101925103,HUFFMAN ISD,HUFFMAN ELEM.,5,INDEPENDENT,24403 E LAKE HOUSTON PKWY,HUFFMAN,77336,23,112,83,51
101925104,HUFFMAN ISD,FALCON RIDGE EL,5,INDEPENDENT,26503 FM 2100,HUFFMAN,77336,22,93,59,29
102901103,KARNACK ISD,GEORGE WASHINGT,5,INDEPENDENT,655 FASON ST,KARNACK,75661,6,8,5,3
102902103,MARSHALL ISD,CROCKETT ELEM.,5,INDEPENDENT,700 JASPER,MARSHALL,75672,34,95,47,20
102902107,MARSHALL ISD,SAM HOUSTON ELE,5,INDEPENDENT,2905 E TRAVIS,MARSHALL,75672,2,82,64,43
102902108,MARSHALL ISD,WILLIAM B. TRAV,5,INDEPENDENT,300 W CAROLANNE,MARSHALL,75672,25,76,40,19
102902116,MARSHALL ISD,PRICE T. YOUNG,5,INDEPENDENT,1501 SANFORD,MARSHALL,75672,45,57,28,16
102903103,WASKOM ISD,WASKOM ELEM.,5,INDEPENDENT,301 SCHOOL AVE,WASKOM,75692,8,49,26,14
102904010,HALLSVILLE ISD,TEXAS VIRTUAL A,5,INDEPENDENT,311 WILLOW ST,HALLSVILLE,75650,198,96,25,9
102904104,HALLSVILLE ISD,HALLSVILLE INTE,5,INDEPENDENT,101 WALDRON FERRY RD,HALLSVILLE,75650,15,355,260,181
102905101,HARLETON ISD,HARLETON ELEM.,5,INDEPENDENT,17240 STATE HWY 154,HARLETON,75651,4,36,29,20
102906101,ELYSIAN FIELDS,ELYSIAN FIELDS,5,INDEPENDENT,565 FM 451,ELYSIAN FIELDS,75642,2,69,48,31
103901001,CHANNING ISD,CHANNING SCHOOL,5,INDEPENDENT,900 GREENWOOD AVE,CHANNING,79018,0,14,6,4
103902001,HARTLEY ISD,HARTLEY SCHOOL,5,INDEPENDENT,901 JOHNSON,HARTLEY,79044,0,21,18,10
104901101,HASKELL CISD,HASKELL ELEM.,5,INDEPENDENT,306 S AVE G,HASKELL,79521,2,41,33,23
104903001,RULE ISD,RULE SCHOOL,5,INDEPENDENT,1100 UNION AVE,RULE,79547,2,11,6,4
