CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,Zipcode,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level,Income Below 75K,Income Over 100K,High School Diploma,Master Degree,Poverty Family,Non Poverty Family
101912369,HOUSTON ISD,GROSS ELEM.,5,INDEPENDENT,12583 S GESSNER DR,HOUSTON,77071.0,38.0,60.0,29.0,13.0,62.0,0.0,3643.0,1449.0,243.0,2729.0
101912371,HOUSTON ISD,YOUNG SCHOLARS,5,INDEPENDENT,1809 LOUISIANA ST,HOUSTON,77002.0,5.0,9.0,5.0,2.0,21.0,0.0,1709.0,812.0,0.0,5.0
101912372,HOUSTON ISD,RODRIGUEZ ELEM.,5,INDEPENDENT,5858 CHIMNEY ROCK,HOUSTON,77081.0,21.0,104.0,70.0,50.0,22.0,0.0,7822.0,894.0,2910.0,2672.0
101912373,HOUSTON ISD,SEGUIN ELEM.,5,INDEPENDENT,5905 WALTRIP,HOUSTON,77087.0,27.0,51.0,32.0,17.0,0.0,0.0,5626.0,400.0,760.0,2780.0
101912374,HOUSTON ISD,TINSLEY ELEM.,5,INDEPENDENT,11035 BOB WHITE,HOUSTON,77096.0,18.0,106.0,69.0,41.0,30.0,5.0,3395.0,3271.0,395.0,2932.0
101912382,HOUSTON ISD,REAGAN K-8 EDUC,5,INDEPENDENT,4842 ANDERSON RD,HOUSTON,77053.0,47.0,72.0,33.0,19.0,0.0,0.0,5176.0,375.0,825.0,3206.0
101912383,HOUSTON ISD,DEANDA ELEM.,5,INDEPENDENT,7980 ALMEDA GENOA RD,HOUSTON,77075.0,5.0,94.0,82.0,68.0,0.0,0.0,7177.0,585.0,808.0,4346.0
101912389,HOUSTON ISD,KETELSEN ELEM.,5,INDEPENDENT,600 QUITMAN,HOUSTON,77009.0,8.0,68.0,56.0,39.0,31.0,0.0,4151.0,2177.0,384.0,2379.0
101912394,HOUSTON ISD,NEFF ELEM.,5,INDEPENDENT,8301 NEFF ST,HOUSTON,77036.0,36.0,134.0,85.0,55.0,0.0,0.0,11498.0,1394.0,2778.0,4405.0
101912395,HOUSTON ISD,HINES-CALDWELL,5,INDEPENDENT,5515 W OREM,HOUSTON,77085.0,22.0,104.0,77.0,45.0,0.0,0.0,2422.0,591.0,199.0,1598.0
101912396,HOUSTON ISD,RAY DAILY ELEM.,5,INDEPENDENT,12909 BRIAR FOREST,HOUSTON,77077.0,15.0,99.0,69.0,54.0,39.0,11.0,5022.0,7257.0,191.0,4214.0
101912460,HOUSTON ISD,MANDARIN IMMERS,5,INDEPENDENT,5445 W ALABAMA,HOUSTON,77056.0,2.0,74.0,70.0,58.0,128.0,65.0,1152.0,3401.0,10.0,1209.0
101912473,HOUSTON ISD,HILLIARD ELEM.,5,INDEPENDENT,8115 E HOUSTON RD,HOUSTON,77028.0,36.0,37.0,22.0,9.0,0.0,0.0,3583.0,185.0,178.0,1143.0
101912475,HOUSTON ISD,ELMORE ELEM.,5,INDEPENDENT,8200 TATE ST,HOUSTON,77028.0,32.0,80.0,42.0,20.0,0.0,0.0,3583.0,185.0,178.0,1143.0
101912479,HOUSTON ISD,SHADYDALE ELEM.,5,INDEPENDENT,5905 TIDWELL RD,HOUSTON,77016.0,24.0,109.0,72.0,41.0,3.0,0.0,6376.0,664.0,582.0,1619.0
101912480,HOUSTON ISD,MARSHALL ELEM.,5,INDEPENDENT,6200 WINFIELD RD,HOUSTON,77050.0,60.0,96.0,51.0,30.0,0.0,0.0,993.0,66.0,105.0,475.0
101912483,HOUSTON ISD,MARK WHITE ELEM,5,INDEPENDENT,2515 OLD FARM RD,HOUSTON,77063.0,15.0,60.0,42.0,28.0,9.0,15.0,4015.0,3128.0,650.0,1643.0
101913101,HUMBLE ISD,HUMBLE ELEM.,5,INDEPENDENT,20252 FIELDTREE DR,HUMBLE,77338.0,24.0,67.0,40.0,20.0,26.0,0.0,6118.0,696.0,320.0,4245.0
101913102,HUMBLE ISD,LAKELAND ELEM.,5,INDEPENDENT,1500 MONTGOMERY LN,HUMBLE,77338.0,43.0,75.0,28.0,10.0,26.0,0.0,6118.0,696.0,320.0,4245.0
101913103,HUMBLE ISD,NORTH BELT ELEM,5,INDEPENDENT,8105 N BELT DR,HUMBLE,77396.0,48.0,56.0,19.0,10.0,16.0,0.0,6749.0,2030.0,550.0,5158.0
101913104,HUMBLE ISD,FOSTER ELEM.,5,INDEPENDENT,1800 TRAILWOOD VILLAGE DR,KINGWOOD,77339.0,14.0,63.0,39.0,28.0,42.0,17.0,4077.0,3065.0,278.0,5077.0
101913105,HUMBLE ISD,WOODLAND HILLS,5,INDEPENDENT,2222 TREE LN,KINGWOOD,77339.0,21.0,91.0,61.0,36.0,42.0,17.0,4077.0,3065.0,278.0,5077.0
101913106,HUMBLE ISD,BEAR BRANCH ELE,5,INDEPENDENT,3500 GARDEN LK,KINGWOOD,77339.0,3.0,113.0,90.0,67.0,42.0,17.0,4077.0,3065.0,278.0,5077.0
101913107,HUMBLE ISD,ELM GROVE ELEM.,5,INDEPENDENT,2815 CLEAR RDG DR,KINGWOOD,77339.0,16.0,66.0,43.0,28.0,42.0,17.0,4077.0,3065.0,278.0,5077.0
101913108,HUMBLE ISD,OAKS ELEM.,5,INDEPENDENT,5858 UPPER LK DR,HUMBLE,77346.0,21.0,81.0,58.0,35.0,16.0,0.0,6358.0,3534.0,448.0,9543.0
101913109,HUMBLE ISD,GREENTREE ELEM.,5,INDEPENDENT,3502 BROOKSHADOW DR,KINGWOOD,77345.0,9.0,138.0,101.0,66.0,69.0,0.0,1408.0,2996.0,81.0,5312.0
101913110,HUMBLE ISD,TIMBERS ELEM.,5,INDEPENDENT,6910 LONESOME WOODS TRL,HUMBLE,77346.0,12.0,94.0,64.0,41.0,16.0,0.0,6358.0,3534.0,448.0,9543.0
101913111,HUMBLE ISD,PINEFOREST ELEM,5,INDEPENDENT,19702 W LK HOUSTON PKY,HUMBLE,77346.0,19.0,82.0,50.0,28.0,16.0,0.0,6358.0,3534.0,448.0,9543.0
101913112,HUMBLE ISD,DEERWOOD ELEM.,5,INDEPENDENT,2920 FOREST GARDEN DR,KINGWOOD,77345.0,6.0,93.0,66.0,52.0,69.0,0.0,1408.0,2996.0,81.0,5312.0
101913113,HUMBLE ISD,WILLOW CREEK EL,5,INDEPENDENT,2002 WILLOW TER,KINGWOOD,77345.0,0.0,95.0,89.0,76.0,69.0,0.0,1408.0,2996.0,81.0,5312.0
101913114,HUMBLE ISD,HIDDEN HOLLOW E,5,INDEPENDENT,4104 APPALACHIAN TRL,KINGWOOD,77345.0,9.0,72.0,56.0,26.0,69.0,0.0,1408.0,2996.0,81.0,5312.0
101913115,HUMBLE ISD,WHISPERING PINE,5,INDEPENDENT,17321 WOODLAND HILLS DR,HUMBLE,77346.0,58.0,57.0,20.0,9.0,16.0,0.0,6358.0,3534.0,448.0,9543.0
101913116,HUMBLE ISD,SHADOW FOREST E,5,INDEPENDENT,2300 MILLS BRANCH DR,KINGWOOD,77345.0,9.0,96.0,79.0,57.0,69.0,0.0,1408.0,2996.0,81.0,5312.0
101913117,HUMBLE ISD,JACK M. FIELDS,5,INDEPENDENT,2505 S HOUSTON AVE,HUMBLE,77396.0,23.0,52.0,29.0,14.0,16.0,0.0,6749.0,2030.0,550.0,5158.0
101913118,HUMBLE ISD,OAK FOREST ELEM,5,INDEPENDENT,6400 KINGWOOD GLEN,HUMBLE,77346.0,15.0,120.0,81.0,53.0,16.0,0.0,6358.0,3534.0,448.0,9543.0
101913119,HUMBLE ISD,MAPLEBROOK ELEM,5,INDEPENDENT,7935 FARMINGHAM RD,HUMBLE,77346.0,14.0,101.0,71.0,45.0,16.0,0.0,6358.0,3534.0,448.0,9543.0
101913120,HUMBLE ISD,SUMMERWOOD ELEM,5,INDEPENDENT,14000 SUMMERWOOD LAKES DR,HOUSTON,77044.0,24.0,97.0,51.0,34.0,20.0,29.0,5612.0,1750.0,259.0,5221.0
101913121,HUMBLE ISD,EAGLE SPRINGS E,5,INDEPENDENT,12500 WILL CLAYTON PKWY,HUMBLE,77346.0,17.0,117.0,89.0,69.0,16.0,0.0,6358.0,3534.0,448.0,9543.0
101913122,HUMBLE ISD,PARK LAKES ELEM,5,INDEPENDENT,4400 WILSON RD,HUMBLE,77396.0,23.0,77.0,48.0,23.0,16.0,0.0,6749.0,2030.0,550.0,5158.0
101913123,HUMBLE ISD,RIVER PINES ELE,5,INDEPENDENT,2400 COLD RIVER DR,HUMBLE,77338.0,43.0,91.0,42.0,17.0,26.0,0.0,6118.0,696.0,320.0,4245.0
101913124,HUMBLE ISD,FALL CREEK ELEM,5,INDEPENDENT,14435 MESA RD,HUMBLE,77396.0,17.0,152.0,112.0,93.0,16.0,0.0,6749.0,2030.0,550.0,5158.0
101913125,HUMBLE ISD,LAKESHORE ELEM.,5,INDEPENDENT,13333 BREAKWATER PATH LN,HOUSTON,77044.0,27.0,153.0,91.0,52.0,20.0,29.0,5612.0,1750.0,259.0,5221.0
101913126,HUMBLE ISD,ATASCOCITA SPRI,5,INDEPENDENT,13515 VALLEY LODGE PKWY,HUMBLE,77346.0,15.0,181.0,137.0,95.0,16.0,0.0,6358.0,3534.0,448.0,9543.0
101913127,HUMBLE ISD,RIDGE CREEK ELE,5,INDEPENDENT,15201 WOODLAND HILLS DR,HUMBLE,77396.0,35.0,103.0,64.0,36.0,16.0,0.0,6749.0,2030.0,550.0,5158.0
101913128,HUMBLE ISD,GROVES ELEM.,5,INDEPENDENT,11902 MADERA RUN PKWY,HUMBLE,77346.0,6.0,103.0,72.0,53.0,16.0,0.0,6358.0,3534.0,448.0,9543.0
101914101,KATY ISD,MAURICE L. WOLF,5,INDEPENDENT,502 ADDICKS-HOWELL RD,HOUSTON,77079.0,12.0,46.0,27.0,13.0,163.0,3.0,2094.0,4282.0,518.0,4918.0
101914102,KATY ISD,KATY ELEM.,5,INDEPENDENT,5726 GEORGE BUSH AVE,KATY,77493.0,7.0,123.0,114.0,83.0,98.0,0.0,4039.0,1456.0,335.0,3745.0
101914103,KATY ISD,WEST MEMORIAL E,5,INDEPENDENT,22605 PROVINCIAL BLVD,KATY,77450.0,21.0,117.0,84.0,61.0,95.0,16.0,6171.0,6791.0,259.0,11086.0
101914104,KATY ISD,MEMORIAL PARKWA,5,INDEPENDENT,21603 PARK TREE LN,KATY,77450.0,14.0,97.0,61.0,33.0,95.0,16.0,6171.0,6791.0,259.0,11086.0
101914105,KATY ISD,ZELMA HUTSELL E,5,INDEPENDENT,5360 FRANZ RD,KATY,77493.0,24.0,109.0,58.0,34.0,98.0,0.0,4039.0,1456.0,335.0,3745.0
101914106,KATY ISD,BEAR CREEK ELEM,5,INDEPENDENT,4815 HICKORY DOWNS DR,HOUSTON,77084.0,23.0,71.0,33.0,19.0,61.0,0.0,14024.0,4296.0,1321.0,11862.0
101914107,KATY ISD,CIMARRON ELEM.,5,INDEPENDENT,1100 S PEEK RD,KATY,77494.0,26.0,85.0,51.0,26.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914108,KATY ISD,DIANE WINBORN E,5,INDEPENDENT,22555 PRINCE GEORGE,KATY,77449.0,9.0,102.0,64.0,35.0,27.0,0.0,14558.0,3490.0,811.0,16559.0
101914109,KATY ISD,NOTTINGHAM COUN,5,INDEPENDENT,20500 KINGSLAND BLVD,KATY,77450.0,17.0,111.0,81.0,54.0,95.0,16.0,6171.0,6791.0,259.0,11086.0
101914110,KATY ISD,SUNDOWN ELEM.,5,INDEPENDENT,20100 SAUMS RD,KATY,77449.0,11.0,106.0,81.0,63.0,27.0,0.0,14558.0,3490.0,811.0,16559.0
101914111,KATY ISD,MAYDE CREEK ELE,5,INDEPENDENT,2698 GREENHOUSE RD,HOUSTON,77084.0,16.0,113.0,67.0,42.0,61.0,0.0,14024.0,4296.0,1321.0,11862.0
101914112,KATY ISD,HAZEL S. PATTIS,5,INDEPENDENT,19910 STONELODGE,KATY,77450.0,4.0,175.0,170.0,130.0,95.0,16.0,6171.0,6791.0,259.0,11086.0
101914113,KATY ISD,LORAINE T. GOLB,5,INDEPENDENT,3535 LAKES OF BRIDGEWATER DR,KATY,77449.0,14.0,99.0,67.0,40.0,27.0,0.0,14558.0,3490.0,811.0,16559.0
101914114,KATY ISD,EDNA MAE FIELDE,5,INDEPENDENT,2100 GREENWAY VILLAGE DR,KATY,77494.0,14.0,130.0,98.0,61.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914115,KATY ISD,JEANETTE HAYES,5,INDEPENDENT,21203 PARK TIMBERS,KATY,77450.0,3.0,117.0,91.0,77.0,95.0,16.0,6171.0,6791.0,259.0,11086.0
101914116,KATY ISD,MCROBERTS ELEM.,5,INDEPENDENT,3535 N FRY RD,KATY,77449.0,12.0,97.0,62.0,39.0,27.0,0.0,14558.0,3490.0,811.0,16559.0
101914117,KATY ISD,ROOSEVELT ALEXA,5,INDEPENDENT,6161 S FRY RD,KATY,77494.0,5.0,166.0,140.0,116.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914118,KATY ISD,JAMES E. WILLIA,5,INDEPENDENT,3900 S PEEK RD,KATY,77450.0,12.0,124.0,100.0,78.0,95.0,16.0,6171.0,6791.0,259.0,11086.0
101914119,KATY ISD,SUE CREECH ELEM,5,INDEPENDENT,5905 S MASON RD,KATY,77450.0,10.0,140.0,106.0,78.0,95.0,16.0,6171.0,6791.0,259.0,11086.0
101914120,KATY ISD,ROBERT KING ELE,5,INDEPENDENT,1901 CHARLTON HOUSE LN,KATY,77493.0,17.0,102.0,61.0,31.0,98.0,0.0,4039.0,1456.0,335.0,3745.0
101914121,KATY ISD,JEAN AND BETTY,5,INDEPENDENT,18605 GREEN LAND WAY,HOUSTON,77084.0,35.0,156.0,113.0,63.0,61.0,0.0,14024.0,4296.0,1321.0,11862.0
101914122,KATY ISD,ODESSA KILPATRI,5,INDEPENDENT,26100 CINCO RANCH BLVD,KATY,77494.0,5.0,168.0,155.0,134.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914123,KATY ISD,ROBERTA WRIGHT,5,INDEPENDENT,24831 WESTHEIMER PKWY,KATY,77494.0,14.0,190.0,150.0,106.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914124,KATY ISD,JOELLA EXLEY EL,5,INDEPENDENT,21800 WESTHEIMER PKWY,KATY,77494.0,11.0,145.0,118.0,92.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914125,KATY ISD,JACK AND SHARON,5,INDEPENDENT,19711 CLAY RD,KATY,77449.0,16.0,158.0,118.0,82.0,27.0,0.0,14558.0,3490.0,811.0,16559.0
101914126,KATY ISD,FRANZ ELEM.,5,INDEPENDENT,2751 N WESTGREEN BLVD,KATY,77449.0,13.0,147.0,96.0,58.0,27.0,0.0,14558.0,3490.0,811.0,16559.0
101914127,KATY ISD,GRIFFIN ELEM.,5,INDEPENDENT,7800 S FRY RD,KATY,77494.0,2.0,154.0,130.0,104.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914128,KATY ISD,URSULA STEPHENS,5,INDEPENDENT,2715 FRY RD,KATY,77494.0,16.0,98.0,64.0,40.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914129,KATY ISD,WOODCREEK ELEM.,5,INDEPENDENT,1155 WOODCREEK BEND LN,KATY,77494.0,3.0,204.0,177.0,144.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914130,KATY ISD,MORTON RANCH EL,5,INDEPENDENT,2502 MASON RD,KATY,77449.0,16.0,112.0,67.0,35.0,27.0,0.0,14558.0,3490.0,811.0,16559.0
101914131,KATY ISD,BONNIE HOLLAND,5,INDEPENDENT,23720 SEVEN MEADOW PKWY,KATY,77449.0,11.0,214.0,179.0,136.0,27.0,0.0,14558.0,3490.0,811.0,16559.0
101914132,KATY ISD,STANLEY C. STAN,5,INDEPENDENT,26633 CINCO TERRACE DR,KATY,77494.0,0.0,159.0,148.0,126.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914133,KATY ISD,TOM WILSON ELEM,5,INDEPENDENT,5200 FALCON LANDING BLVD,KATY,77494.0,5.0,183.0,166.0,133.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914134,KATY ISD,RAY AND JAMIE W,5,INDEPENDENT,28727 N FIRETHORNE RD,KATY,77494.0,0.0,142.0,130.0,109.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914137,KATY ISD,FRED AND PATTI,5,INDEPENDENT,5150 RANCH POINT DR,KATY,77494.0,3.0,183.0,165.0,135.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914138,KATY ISD,KEIKO DAVIDSON,5,INDEPENDENT,26906 PINE MILL RANCH DR,KATY,77494.0,11.0,188.0,151.0,122.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914139,KATY ISD,JAMES E. RANDOL,5,INDEPENDENT,5303 FLEWELLEN OAKS LN,FULSHEAR,77441.0,4.0,191.0,176.0,138.0,21.0,0.0,724.0,1007.0,37.0,1791.0
101914140,KATY ISD,JENKS ELEM.,5,INDEPENDENT,27602 WESTRIDGE CREEK LN,KATY,77494.0,4.0,171.0,146.0,113.0,387.0,11.0,5495.0,11761.0,161.0,22218.0
101914141,KATY ISD,BETHKE ELEM.,5,INDEPENDENT,4535 E VENTANA PKWY,KATY,77493.0,19.0,195.0,127.0,74.0,98.0,0.0,4039.0,1456.0,335.0,3745.0
101914142,KATY ISD,BRYANT ELEM.,5,INDEPENDENT,29801 KINGSLAND BLVD,BROOKSHIRE,77423.0,7.0,135.0,103.0,69.0,2.0,0.0,2244.0,336.0,14.0,1272.0
101914143,KATY ISD,CAMPBELL ELEM.,5,INDEPENDENT,3701 CROSS CREEK BEND LN,KATY,77441.0,5.0,90.0,75.0,59.0,21.0,0.0,724.0,1007.0,37.0,1791.0
101915101,KLEIN ISD,KOHRVILLE ELEM.,5,INDEPENDENT,11600 WOODLAND SHORE DR,TOMBALL,77375.0,11.0,108.0,68.0,40.0,95.0,0.0,6560.0,1953.0,574.0,6774.0
101915102,KLEIN ISD,NORTHAMPTON ELE,5,INDEPENDENT,6404 ROOT RD,SPRING,77389.0,13.0,85.0,57.0,30.0,36.0,43.0,2899.0,2758.0,112.0,4721.0
101915103,KLEIN ISD,HAUDE ELEM.,5,INDEPENDENT,3111 LOUETTA,SPRING,77388.0,9.0,107.0,84.0,57.0,43.0,0.0,4962.0,2797.0,215.0,5636.0
101915104,KLEIN ISD,GREENWOOD FORES,5,INDEPENDENT,12100 MISTY VLY,HOUSTON,77066.0,32.0,98.0,45.0,29.0,140.0,0.0,5601.0,1046.0,322.0,3465.0
101915105,KLEIN ISD,EPPS ISLAND ELE,5,INDEPENDENT,7403 SMILING WOOD LN,HOUSTON,77086.0,11.0,94.0,60.0,35.0,0.0,0.0,4887.0,257.0,1033.0,2900.0
101915106,KLEIN ISD,THEISS ELEM.,5,INDEPENDENT,17510 THEISS MAIL RD,KLEIN,77379.0,6.0,119.0,108.0,97.0,195.0,6.0,7667.0,6529.0,481.0,11400.0
101915107,KLEIN ISD,BENFER ELEM.,5,INDEPENDENT,18027B KUYKENDAHL RD,KLEIN,77379.0,18.0,123.0,79.0,52.0,195.0,6.0,7667.0,6529.0,481.0,11400.0
101915108,KLEIN ISD,KAISER ELEM.,5,INDEPENDENT,13430 BAMMEL-N HOUSTON RD,HOUSTON,77066.0,23.0,101.0,53.0,23.0,140.0,0.0,5601.0,1046.0,322.0,3465.0
101915109,KLEIN ISD,BRILL ELEM.,5,INDEPENDENT,9102 HERTS RD,KLEIN,77379.0,0.0,101.0,87.0,58.0,195.0,6.0,7667.0,6529.0,481.0,11400.0
101915110,KLEIN ISD,EHRHARDT ELEM.,5,INDEPENDENT,6603 ROSEBROOK LN,KLEIN,77379.0,13.0,92.0,63.0,41.0,195.0,6.0,7667.0,6529.0,481.0,11400.0
101915111,KLEIN ISD,LEMM ELEM.,5,INDEPENDENT,19034 JOANLEIGH DR,SPRING,77388.0,25.0,97.0,59.0,37.0,43.0,0.0,4962.0,2797.0,215.0,5636.0
101915112,KLEIN ISD,NITSCH ELEM.,5,INDEPENDENT,4702 W MOUNT HOUSTON,HOUSTON,77088.0,36.0,84.0,43.0,20.0,11.0,0.0,9894.0,810.0,863.0,4921.0
101915113,KLEIN ISD,KRAHN ELEM.,5,INDEPENDENT,9502 EDAY,KLEIN,77379.0,9.0,124.0,106.0,79.0,195.0,6.0,7667.0,6529.0,481.0,11400.0
101915114,KLEIN ISD,ROTH ELEM.,5,INDEPENDENT,21623 CASTLEMONT,SPRING,77388.0,17.0,93.0,68.0,48.0,43.0,0.0,4962.0,2797.0,215.0,5636.0
101915115,KLEIN ISD,KUEHNLE ELEM.,5,INDEPENDENT,5510 WINDING RDG DR,KLEIN,77379.0,5.0,144.0,109.0,75.0,195.0,6.0,7667.0,6529.0,481.0,11400.0
101915116,KLEIN ISD,MITTELSTADT ELE,5,INDEPENDENT,7525 KLEINGREEN LN,KLEIN,77379.0,23.0,121.0,81.0,51.0,195.0,6.0,7667.0,6529.0,481.0,11400.0
101915117,KLEIN ISD,KLENK ELEM.,5,INDEPENDENT,6111 BOURGEOIS RD,HOUSTON,77066.0,35.0,130.0,87.0,55.0,140.0,0.0,5601.0,1046.0,322.0,3465.0
101915118,KLEIN ISD,EILAND ELEM.,5,INDEPENDENT,6700 N KLEIN CIR DR,HOUSTON,77088.0,9.0,80.0,59.0,43.0,11.0,0.0,9894.0,810.0,863.0,4921.0
101915119,KLEIN ISD,SCHULTZ ELEM.,5,INDEPENDENT,7920 WILLOW FOREST,TOMBALL,77375.0,23.0,78.0,53.0,34.0,95.0,0.0,6560.0,1953.0,574.0,6774.0
101915120,KLEIN ISD,HASSLER ELEM.,5,INDEPENDENT,9325 LOCHLEA RDG DR,KLEIN,77379.0,4.0,158.0,131.0,94.0,195.0,6.0,7667.0,6529.0,481.0,11400.0
101915121,KLEIN ISD,KREINHOP ELEM.,5,INDEPENDENT,21010 ELLA BLVD,SPRING,77388.0,9.0,150.0,102.0,68.0,43.0,0.0,4962.0,2797.0,215.0,5636.0
101915122,KLEIN ISD,MCDOUGLE ELEM.,5,INDEPENDENT,10410 KANSACK LN,HOUSTON,77086.0,13.0,100.0,70.0,46.0,0.0,0.0,4887.0,257.0,1033.0,2900.0
101915123,KLEIN ISD,METZLER ELEM.,5,INDEPENDENT,8500 W RAYFORD RD,SPRING,77389.0,5.0,126.0,102.0,75.0,36.0,43.0,2899.0,2758.0,112.0,4721.0
101915124,KLEIN ISD,BENIGNUS ELEM.,5,INDEPENDENT,7225 ALVIN A KLEIN DR,KLEIN,77379.0,4.0,104.0,91.0,74.0,195.0,6.0,7667.0,6529.0,481.0,11400.0
101915125,KLEIN ISD,FRANK ELEM.,5,INDEPENDENT,9225 CRESCENT CLOVER DR,KLEIN,77379.0,5.0,98.0,76.0,60.0,195.0,6.0,7667.0,6529.0,481.0,11400.0
101915126,KLEIN ISD,MUELLER ELEM.,5,INDEPENDENT,7074 FM 2920,KLEIN,77379.0,15.0,136.0,103.0,69.0,195.0,6.0,7667.0,6529.0,481.0,11400.0
101915127,KLEIN ISD,BLACKSHEAR ELEM,5,INDEPENDENT,11211 LACEY RD,TOMBALL,77375.0,22.0,150.0,106.0,54.0,95.0,0.0,6560.0,1953.0,574.0,6774.0
101915128,KLEIN ISD,ZWINK ELEM.,5,INDEPENDENT,22200 FRASSATI WAY,SPRING,77389.0,11.0,175.0,130.0,79.0,36.0,43.0,2899.0,2758.0,112.0,4721.0
101915129,KLEIN ISD,BERNSHAUSEN ELE,5,INDEPENDENT,11116 MAHAFFEY,TOMBALL,77375.0,31.0,132.0,83.0,48.0,95.0,0.0,6560.0,1953.0,574.0,6774.0
101915131,KLEIN ISD,FRENCH ELEM.,5,INDEPENDENT,5802 W RAYFORD RD,SPRING,77389.0,2.0,143.0,121.0,94.0,36.0,43.0,2899.0,2758.0,112.0,4721.0
101915132,KLEIN ISD,MAHAFFEY ELEM.,5,INDEPENDENT,10255 MAHAFFEY RD,TOMBALL,77375.0,10.0,120.0,91.0,66.0,95.0,0.0,6560.0,1953.0,574.0,6774.0
101916101,LA PORTE ISD,JENNIE REID ELE,5,INDEPENDENT,10001 W FAIRMONT PKWY,LA PORTE,77571.0,5.0,75.0,52.0,33.0,0.0,0.0,6340.0,1163.0,440.0,3719.0
101916102,LA PORTE ISD,HERITAGE ELEM.,5,INDEPENDENT,4301 E BLVD,DEER PARK,77536.0,5.0,64.0,45.0,29.0,22.0,0.0,4166.0,1117.0,669.0,3653.0
101916103,LA PORTE ISD,LA PORTE ELEM.,5,INDEPENDENT,725 S BROADWAY,LA PORTE,77571.0,3.0,83.0,65.0,37.0,0.0,0.0,6340.0,1163.0,440.0,3719.0
101916104,LA PORTE ISD,BAYSHORE ELEM.,5,INDEPENDENT,800 MCCABLE RD,LA PORTE,77571.0,2.0,68.0,45.0,28.0,0.0,0.0,6340.0,1163.0,440.0,3719.0
101916105,LA PORTE ISD,COLLEGE PARK EL,5,INDEPENDENT,4315 LUELLA,DEER PARK,77536.0,8.0,64.0,40.0,27.0,22.0,0.0,4166.0,1117.0,669.0,3653.0
101916106,LA PORTE ISD,LOMAX ELEM.,5,INDEPENDENT,10615 N AVNEUE L,LA PORTE,77571.0,5.0,63.0,51.0,24.0,0.0,0.0,6340.0,1163.0,440.0,3719.0
101916107,LA PORTE ISD,LEO A. RIZZUTO,5,INDEPENDENT,3201 N FARRINGTON BLVD,LA PORTE,77571.0,2.0,124.0,110.0,82.0,0.0,0.0,6340.0,1163.0,440.0,3719.0
101917135,PASADENA ISD,MORRIS M.S.,5,INDEPENDENT,10415 FUQUA,HOUSTON,77089.0,37.0,360.0,250.0,144.0,0.0,0.0,7964.0,1718.0,428.0,5434.0
101917136,PASADENA ISD,DE ZAVALA M.S.,5,INDEPENDENT,101 E JACKSON,PASADENA,77506.0,101.0,252.0,122.0,64.0,0.0,0.0,5482.0,83.0,1151.0,3846.0
101917139,PASADENA ISD,CARTER LOMAX M.,5,INDEPENDENT,1519 GENOA RED BLUFF RD,PASADENA,77504.0,45.0,283.0,201.0,117.0,26.0,0.0,3843.0,366.0,219.0,1659.0
101917140,PASADENA ISD,MELILLO M.S.,5,INDEPENDENT,9220 HUGHES RD,HOUSTON,77089.0,46.0,295.0,208.0,118.0,0.0,0.0,7964.0,1718.0,428.0,5434.0
101917141,PASADENA ISD,EARNESTEEN MILS,5,INDEPENDENT,338 GILPIN,HOUSTON,77034.0,85.0,315.0,188.0,100.0,28.0,0.0,5547.0,707.0,982.0,4352.0
101917142,PASADENA ISD,RICK SCHNEIDER,5,INDEPENDENT,8420 EASTHAVEN,HOUSTON,77075.0,128.0,238.0,101.0,49.0,0.0,0.0,7177.0,585.0,808.0,4346.0
101917143,PASADENA ISD,BOBBY SHAW M.S.,5,INDEPENDENT,1201 HOUSTON AVE,PASADENA,77502.0,88.0,260.0,119.0,53.0,22.0,0.0,5560.0,245.0,1008.0,4304.0
101917144,PASADENA ISD,KELLER M.S.,5,INDEPENDENT,3102 SAN AUGUSTINE,PASADENA,77503.0,53.0,293.0,169.0,94.0,0.0,0.0,3598.0,291.0,132.0,3159.0
101917145,PASADENA ISD,MARSHALL KENDRI,5,INDEPENDENT,3001WATTERS RD,PASADENA,77504.0,123.0,258.0,123.0,55.0,26.0,0.0,3843.0,366.0,219.0,1659.0
101917146,PASADENA ISD,NELDA SULLIVAN,5,INDEPENDENT,1112 QUEENS RD,PASADENA,77075.0,80.0,202.0,108.0,51.0,0.0,0.0,7177.0,585.0,808.0,4346.0
